id,text,external_id
Antigüedad,0 años,1863
Superficie total,129 m²,1864
Superficie construida,129 m²,1864
Recámaras,2,1864
Baños,2,1864
Estacionamientos,1,1864
Superficie total,100 m²,1865
Superficie construida,100 m²,1865
Recámaras,2,1865
Baños,2,1865
Estacionamientos,1,1865
Antigüedad,0 años,1865
Superficie total,132 m²,1866
Superficie construida,132 m²,1866
Ambientes,4,1866
Recámaras,2,1866
Baños,2,1866
Estacionamientos,1,1866
Antigüedad,0 años,1866
Superficie total,76 m²,1867
Superficie construida,76 m²,1867
Ambientes,3,1867
Recámaras,2,1867
Baños,1,1867
Estacionamientos,1,1867
Antigüedad,0 años,1867
Superficie total,111 m²,1868
Superficie construida,111 m²,1868
Ambientes,4,1868
Recámaras,2,1868
Baños,2,1868
Estacionamientos,2,1868
Antigüedad,0 años,1868
Superficie total,199 m²,1869
Superficie construida,199 m²,1869
Ambientes,7,1869
Recámaras,3,1869
Baños,3,1869
Estacionamientos,2,1869
Antigüedad,0 años,1869
Superficie total,150 m²,1870
Superficie construida,150 m²,1870
Estacionamientos,30,1870
Baños,1,1870
Bodegas,1,1870
Antigüedad,1 años,1870
Superficie total,108 m²,1871
Superficie construida,108 m²,1871
Ambientes,6,1871
Recámaras,2,1871
Baños,2,1871
Estacionamientos,2,1871
Antigüedad,0 años,1871
Superficie total,580 m²,1872
Superficie construida,580 m²,1872
Antigüedad,0 años,1872
Ambientes,6,1872
Superficie total,123 m²,1873
Superficie construida,123 m²,1873
Estacionamientos,1,1873
Antigüedad,0 años,1873
Superficie total,83 m²,1874
Superficie construida,83 m²,1874
Antigüedad,0 años,1874
Superficie total,132 m²,1875
Superficie construida,132 m²,1875
Ambientes,4,1875
Recámaras,2,1875
Baños,2,1875
Estacionamientos,1,1875
Antigüedad,0 años,1875
Superficie total,200 m²,1876
Superficie construida,200 m²,1876
Estacionamientos,2,1876
Antigüedad,0 años,1876
Superficie total,315 m²,1877
Superficie construida,315 m²,1877
Estacionamientos,3,1877
Antigüedad,0 años,1877
Superficie total,39 m²,1878
Superficie construida,39 m²,1878
Recámaras,1,1878
Baños,1,1878
Estacionamientos,1,1878
Superficie total,43 m²,1879
Superficie construida,43 m²,1879
Ambientes,2,1879
Recámaras,1,1879
Baños,1,1879
Estacionamientos,1,1879
Antigüedad,0 años,1879
Superficie total,64 m²,1880
Superficie construida,64 m²,1880
Ambientes,4,1880
Recámaras,2,1880
Baños,2,1880
Estacionamientos,1,1880
Antigüedad,0 años,1880
Superficie total,51 m²,1881
Superficie construida,51 m²,1881
Ambientes,2,1881
Recámaras,1,1881
Baños,1,1881
Estacionamientos,1,1881
Antigüedad,0 años,1881
Superficie total,184 m²,1882
Superficie construida,184 m²,1882
Ambientes,7,1882
Recámaras,3,1882
Baños,3,1882
Estacionamientos,2,1882
Antigüedad,0 años,1882
Superficie construida,69 m²,1883
Recámaras,1,1883
Baños,1,1883
Antigüedad,0 años,1883
Superficie construida,54 m²,1884
Recámaras,1,1884
Baños,1,1884
Antigüedad,0 años,1884
Superficie total,168 m²,1885
Superficie construida,168 m²,1885
Baños,4,1885
Antigüedad,0 años,1885
Ambientes,4,1885
Superficie total,144 m²,1886
Superficie construida,144 m²,1886
Recámaras,2,1886
Baños,3,1886
Estacionamientos,2,1886
Antigüedad,0 años,1886
Superficie total,153 m²,1887
Superficie construida,153 m²,1887
Recámaras,3,1887
Baños,3,1887
Estacionamientos,2,1887
Antigüedad,0 años,1887
Superficie total,99 m²,1888
Superficie construida,99 m²,1888
Recámaras,3,1888
Baños,2,1888
Estacionamientos,2,1888
Antigüedad,14 años,1888
Superficie total,137 m²,1889
Superficie construida,137 m²,1889
Recámaras,3,1889
Baños,2,1889
Estacionamientos,1,1889
Antigüedad,0 años,1889
Superficie total,56 m²,1890
Superficie construida,56 m²,1890
Recámaras,2,1890
Baños,2,1890
Estacionamientos,1,1890
Antigüedad,0 años,1890
Superficie total,112 m²,1891
Superficie construida,112 m²,1891
Ambientes,5,1891
Recámaras,2,1891
Baños,2,1891
Estacionamientos,2,1891
Antigüedad,0 años,1891
Superficie construida,9 m²,1892
Antigüedad,1 años,1892
Superficie total,662 m²,1893
Superficie construida,662 m²,1893
Estacionamientos,6,1893
Antigüedad,0 años,1893
Ambientes,4,1893
Superficie total,403 m²,1894
Superficie construida,403 m²,1894
Estacionamientos,8,1894
Baños,4,1894
Número de piso de la unidad,5,1894
Cuota mensual de mantenimiento,0 MXN,1894
Superficie total,63 m²,1895
Superficie construida,63 m²,1895
Ambientes,4,1895
Recámaras,2,1895
Baños,2,1895
Estacionamientos,1,1895
Antigüedad,0 años,1895
Superficie total,62 m²,1896
Superficie construida,62 m²,1896
Ambientes,4,1896
Recámaras,2,1896
Baños,2,1896
Estacionamientos,1,1896
Antigüedad,0 años,1896
Superficie construida,38 m²,1897
Recámaras,1,1897
Baños,1,1897
Antigüedad,0 años,1897
Superficie construida,63 m²,1898
Recámaras,2,1898
Baños,2,1898
Antigüedad,0 años,1898
Superficie construida,62 m²,1899
Recámaras,2,1899
Baños,2,1899
Antigüedad,0 años,1899
Superficie construida,66 m²,1900
Recámaras,2,1900
Baños,2,1900
Antigüedad,0 años,1900
Superficie construida,76 m²,1901
Recámaras,2,1901
Baños,2,1901
Antigüedad,0 años,1901
Superficie construida,41 m²,1902
Recámaras,1,1902
Baños,1,1902
Antigüedad,0 años,1902
Superficie construida,63 m²,1903
Recámaras,2,1903
Baños,2,1903
Antigüedad,0 años,1903
Superficie construida,59 m²,1904
Recámaras,2,1904
Baños,1,1904
Antigüedad,0 años,1904
Superficie construida,43 m²,1905
Recámaras,1,1905
Baños,1,1905
Antigüedad,0 años,1905
Superficie total,132 m²,1906
Superficie construida,132 m²,1906
Ambientes,4,1906
Recámaras,2,1906
Baños,2,1906
Estacionamientos,1,1906
Antigüedad,0 años,1906
Superficie total,63 m²,1907
Superficie construida,63 m²,1907
Recámaras,1,1907
Baños,1,1907
Estacionamientos,1,1907
Superficie total,43 m²,1908
Superficie construida,43 m²,1908
Recámaras,1,1908
Baños,1,1908
Estacionamientos,1,1908
Antigüedad,0 años,1908
Superficie total,43 m²,1909
Superficie construida,43 m²,1909
Recámaras,1,1909
Baños,1,1909
Estacionamientos,1,1909
Antigüedad,0 años,1909
Superficie total,87 m²,1910
Superficie construida,87 m²,1910
Recámaras,3,1910
Baños,2,1910
Estacionamientos,1,1910
Antigüedad,0 años,1910
Superficie total,100 m²,1911
Superficie construida,100 m²,1911
Ambientes,4,1911
Recámaras,2,1911
Baños,2,1911
Antigüedad,72 años,1911
Superficie total,45 m²,1912
Superficie construida,45 m²,1912
Recámaras,1,1912
Baños,1,1912
Superficie total,70 m²,1913
Superficie construida,70 m²,1913
Recámaras,2,1913
Baños,2,1913
Estacionamientos,1,1913
Cuota mensual de mantenimiento,1 MXN,1913
Superficie total,90 m²,1914
Superficie construida,90 m²,1914
Recámaras,3,1914
Baños,2,1914
Estacionamientos,1,1914
Disposición,Interno,1914
Orientación,Poniente,1914
Superficie total,120 m²,1915
Superficie construida,80 m²,1915
Recámaras,2,1915
Baños,2,1915
Estacionamientos,2,1915
Superficie total,205.5 m²,1916
Superficie construida,200 m²,1916
Antigüedad,40 años,1916
Superficie total,50 m²,1917
Superficie construida,50 m²,1917
Baños,1,1917
Baños por piso,2,1917
Número de oficinas,24,1917
Número de piso de la unidad,8,1917
Oficinas por piso,3,1917
Orientación,Norte,1917
Disposición,Contrafrente,1917
Antigüedad,40 años,1917
Cuota mensual de mantenimiento,596 MXN,1917
Superficie total,63.35 m²,1918
Superficie construida,63.35 m²,1918
Baños,2,1918
Antigüedad,0 años,1918
Superficie total,99 m²,1919
Superficie construida,99 m²,1919
Recámaras,3,1919
Baños,1,1919
Estacionamientos,1,1919
Superficie total,90 m²,1920
Superficie construida,90 m²,1920
Recámaras,2,1920
Baños,2,1920
Estacionamientos,1,1920
Antigüedad,0 años,1920
Superficie total,148 m²,1921
Superficie construida,148 m²,1921
Baños,1,1921
Antigüedad,0 años,1921
Superficie total,160 m²,1922
Superficie construida,103 m²,1922
Recámaras,2,1922
Baños,8,1922
Estacionamientos,1,1922
Admite mascotas,No,1922
Bodegas,1,1922
Número de piso de la unidad,2,1922
Departamentos por piso,2,1922
Cantidad de pisos,4,1922
Disposición,Contrafrente,1922
Cuota mensual de mantenimiento,1 MXN,1922
Superficie total,154 m²,1923
Superficie construida,154 m²,1923
Ambientes,7,1923
Recámaras,3,1923
Baños,3,1923
Estacionamientos,1,1923
Antigüedad,0 años,1923
Superficie total,109 m²,1924
Superficie construida,120.8 m²,1924
Antigüedad,50 años,1924
Superficie total,422 m²,1925
Acceso,Otro,1925
Forma del terreno,Regular,1925
Superficie total,584 m²,1926
Superficie construida,1785 m²,1926
Número de piso de la unidad,4,1926
Antigüedad,70 años,1926
Cuota mensual de mantenimiento,1 MXN,1926
Superficie total,130 m²,1927
Superficie construida,130 m²,1927
Recámaras,4,1927
Baños,2,1927
Estacionamientos,1,1927
Cantidad de pisos,6,1927
Antigüedad,30 años,1927
Cuota mensual de mantenimiento,800 MXN,1927
Superficie total,30 m²,1928
Superficie construida,30 m²,1928
Estacionamientos,1,1928
Antigüedad,5 años,1928
Ambientes,1,1928
Superficie construida,90 m²,1929
Recámaras,2,1929
Baños,2,1929
Antigüedad,0 años,1929
Superficie total,39 m²,1930
Superficie construida,39 m²,1930
Superficie total,500 m²,1931
Superficie construida,1500 m²,1931
Estacionamientos,4,1931
Antigüedad,31 años,1931
Superficie total,170 m²,1932
Superficie construida,200 m²,1932
Recámaras,4,1932
Baños,2,1932
Antigüedad,20 años,1932
Superficie construida,45 m²,1933
Recámaras,2,1933
Baños,1,1933
Cantidad de pisos,3,1933
Antigüedad,30 años,1933
Superficie total,62 m²,1934
Superficie construida,62 m²,1934
Recámaras,2,1934
Baños,1,1934
Estacionamientos,1,1934
Superficie total,115 m²,1935
Superficie construida,115 m²,1935
Ambientes,4,1935
Recámaras,2,1935
Baños,2,1935
Estacionamientos,1,1935
Antigüedad,14 años,1935
Superficie total,259 m²,1936
Superficie construida,259 m²,1936
Recámaras,3,1936
Baños,2,1936
Superficie total,120 m²,1937
Superficie construida,120 m²,1937
Recámaras,3,1937
Baños,2,1937
Estacionamientos,1,1937
Cantidad de pisos,6,1937
Departamentos por piso,2,1937
Número de piso de la unidad,1,1937
Antigüedad,30 años,1937
Superficie total,87 m²,1938
Superficie construida,87 m²,1938
Ambientes,4,1938
Recámaras,2,1938
Baños,2,1938
Estacionamientos,1,1938
Antigüedad,1996 años,1938
Superficie construida,75 m²,1940
Recámaras,2,1940
Baños,2,1940
Antigüedad,0 años,1940
Superficie total,89 m²,1941
Superficie construida,89 m²,1941
Baños,1,1941
Antigüedad,40 años,1941
Superficie total,137 m²,1942
Superficie construida,137 m²,1942
Recámaras,3,1942
Baños,2,1942
Estacionamientos,1,1942
Antigüedad,0 años,1942
Superficie total,137 m²,1943
Superficie construida,137 m²,1943
Recámaras,2,1943
Baños,2,1943
Estacionamientos,1,1943
Antigüedad,14 años,1943
Superficie total,85 m²,1944
Superficie construida,85 m²,1944
Recámaras,2,1944
Baños,1,1944
Estacionamientos,1,1944
Bodegas,1,1944
Cantidad de pisos,1,1944
Antigüedad,0 años,1944
Superficie construida,100 m²,1945
Recámaras,3,1945
Baños,2,1945
Antigüedad,0 años,1945
Superficie construida,70 m²,1946
Recámaras,2,1946
Baños,1,1946
Antigüedad,0 años,1946
Superficie total,117 m²,1947
Superficie construida,117 m²,1947
Recámaras,2,1947
Baños,2,1947
Estacionamientos,1,1947
Antigüedad,0 años,1947
Superficie construida,448 m²,1948
Baños,4,1948
Superficie total,60 m²,1949
Superficie construida,60 m²,1949
Recámaras,3,1949
Baños,1,1949
Estacionamientos,1,1949
Antigüedad,15 años,1949
Superficie construida,37.13 m²,1950
Recámaras,1,1950
Baños,1,1950
Bodegas,1,1950
Cantidad de pisos,1,1950
Antigüedad,0 años,1950
Superficie total,102 m²,1951
Superficie construida,264 m²,1951
Recámaras,4,1951
Baños,2,1951
Estacionamientos,1,1951
Superficie total,15 m²,1952
Superficie construida,54 m²,1952
Bodegas,1,1952
Antigüedad,34 años,1952
Superficie total,824 m²,1953
Superficie construida,824 m²,1953
Baños,1,1953
Estacionamientos,2,1953
Antigüedad,0 años,1953
Superficie construida,68 m²,1954
Recámaras,2,1954
Baños,2,1954
Antigüedad,0 años,1954
Superficie total,62 m²,1955
Superficie construida,62 m²,1955
Recámaras,2,1955
Baños,1,1955
Estacionamientos,1,1955
Superficie total,471 m²,1956
Superficie construida,1998 m²,1956
Baños,1,1956
Antigüedad,25 años,1956
Superficie total,125 m²,1957
Superficie construida,125 m²,1957
Estacionamientos,1,1957
Baños,2,1957
Baños por piso,2,1957
Superficie total,64 m²,1958
Superficie construida,64 m²,1958
Recámaras,1,1958
Baños,1,1958
Antigüedad,0 años,1958
Superficie construida,65 m²,1959
Recámaras,3,1959
Baños,2,1959
Antigüedad,0 años,1959
Superficie total,86 m²,1960
Superficie construida,86 m²,1960
Recámaras,3,1960
Baños,2,1960
Estacionamientos,1,1960
Antigüedad,0 años,1960
Superficie total,67 m²,1961
Superficie construida,67 m²,1961
Recámaras,2,1961
Baños,1,1961
Estacionamientos,1,1961
Superficie total,80 m²,1962
Superficie construida,55 m²,1962
Baños,1,1962
Antigüedad,40 años,1962
Superficie total,58 m²,1963
Superficie construida,58 m²,1963
Recámaras,1,1963
Baños,1,1963
Superficie total,135 m²,1964
Superficie construida,135 m²,1964
Ambientes,6,1964
Recámaras,3,1964
Baños,3,1964
Estacionamientos,1,1964
Antigüedad,0 años,1964
Superficie construida,39.65 m²,1965
Recámaras,1,1965
Baños,1,1965
Bodegas,1,1965
Cantidad de pisos,1,1965
Antigüedad,0 años,1965
Superficie total,79 m²,1966
Superficie construida,79 m²,1966
Ambientes,4,1966
Recámaras,2,1966
Baños,2,1966
Estacionamientos,1,1966
Antigüedad,0 años,1966
Superficie total,210 m²,1967
Acceso,Otro,1967
Cuota mensual de mantenimiento,0 MXN,1967
Superficie total,74 m²,1968
Superficie construida,74 m²,1968
Recámaras,2,1968
Baños,1,1968
Antigüedad,0 años,1968
Superficie total,74 m²,1969
Superficie construida,74 m²,1969
Recámaras,2,1969
Baños,1,1969
Antigüedad,0 años,1969
Superficie total,32 m²,1970
Superficie construida,32 m²,1970
Recámaras,1,1970
Baños,1,1970
Superficie total,403 m²,1971
Superficie construida,403 m²,1971
Antigüedad,0 años,1971
Superficie total,548 m²,1972
Acceso,Tierra,1972
Superficie total,120 m²,1973
Superficie construida,120 m²,1973
Estacionamientos,1,1973
Baños,1,1973
Antigüedad,2007 años,1973
Ambientes,1,1973
Superficie construida,14 m²,1974
Baños,2,1974
Antigüedad,0 años,1974
Superficie construida,70.29 m²,1975
Recámaras,2,1975
Baños,1,1975
Bodegas,1,1975
Cantidad de pisos,1,1975
Antigüedad,0 años,1975
Superficie total,56 m²,1976
Superficie construida,56 m²,1976
Recámaras,2,1976
Baños,1,1976
Estacionamientos,1,1976
Antigüedad,0 años,1976
Superficie total,144 m²,1977
Superficie construida,144 m²,1977
Recámaras,2,1977
Baños,3,1977
Estacionamientos,2,1977
Antigüedad,0 años,1977
Superficie construida,71 m²,1978
Recámaras,2,1978
Baños,2,1978
Estacionamientos,2,1978
Bodegas,1,1978
Cantidad de pisos,5,1978
Antigüedad,0 años,1978
Superficie total,12311.23 m²,1979
Superficie construida,12311.23 m²,1979
Baños,1,1979
Estacionamientos,1,1979
Cantidad de pisos,14,1979
Superficie total,107 m²,1980
Superficie construida,107 m²,1980
Ambientes,4,1980
Recámaras,2,1980
Baños,2,1980
Estacionamientos,1,1980
Antigüedad,5 años,1980
Superficie total,403 m²,1981
Superficie construida,403 m²,1981
Antigüedad,0 años,1981
Superficie construida,39.65 m²,1982
Recámaras,1,1982
Baños,1,1982
Bodegas,1,1982
Cantidad de pisos,1,1982
Antigüedad,0 años,1982
Superficie total,141 m²,1983
Superficie construida,141 m²,1983
Recámaras,2,1983
Baños,2,1983
Cantidad de pisos,5,1983
Superficie total,158.87 m²,1984
Superficie construida,158.87 m²,1984
Baños,2,1984
Baños por piso,2,1984
Número de oficinas,1,1984
Número de piso de la unidad,1,1984
Antigüedad,0 años,1984
Cuota mensual de mantenimiento,12709.6 MXN,1984
Superficie total,406 m²,1985
Superficie construida,406 m²,1985
Estacionamientos,8,1985
Baños,3,1985
Antigüedad,6 años,1985
Ambientes,3,1985
Superficie total,1202 m²,1986
Superficie construida,150 m²,1986
Estacionamientos,2,1986
Baños,2,1986
Baños por piso,1,1986
Número de oficinas,13,1986
Oficinas por piso,1,1986
Superficie construida,141 m²,1987
Recámaras,2,1987
Baños,3,1987
Antigüedad,0 años,1987
Superficie construida,213 m²,1989
Recámaras,3,1989
Baños,3,1989
Antigüedad,0 años,1989
Superficie total,43 m²,1990
Superficie construida,43 m²,1990
Recámaras,1,1990
Baños,1,1990
Estacionamientos,1,1990
Antigüedad,0 años,1990
Superficie total,63 m²,1991
Superficie construida,63 m²,1991
Recámaras,1,1991
Baños,1,1991
Superficie total,403 m²,1992
Superficie construida,403 m²,1992
Antigüedad,0 años,1992
Superficie total,90 m²,1993
Superficie construida,90 m²,1993
Recámaras,2,1993
Baños,2,1993
Estacionamientos,2,1993
Antigüedad,0 años,1993
Superficie construida,77 m²,1994
Recámaras,2,1994
Baños,2,1994
Estacionamientos,1,1994
Bodegas,1,1994
Cantidad de pisos,6,1994
Antigüedad,0 años,1994
Superficie total,90 m²,1995
Superficie construida,90 m²,1995
Recámaras,3,1995
Baños,2,1995
Estacionamientos,1,1995
Bodegas,1,1995
Cantidad de pisos,3,1995
Antigüedad,16 años,1995
Superficie total,403 m²,1996
Superficie construida,403 m²,1996
Baños,2,1996
Antigüedad,0 años,1996
Ambientes,2,1996
Superficie total,70 m²,1997
Superficie construida,70 m²,1997
Recámaras,2,1997
Baños,2,1997
Estacionamientos,1,1997
Antigüedad,8 años,1997
Superficie total,137 m²,1998
Superficie construida,137 m²,1998
Antigüedad,0 años,1998
Superficie total,38 m²,1999
Baños,1,1999
Antigüedad,0 años,1999
Cuota mensual de mantenimiento,0 MXN,1999
Superficie total,151 m²,2000
Superficie construida,151 m²,2000
Baños,12,2000
Número de piso de la unidad,2,2000
Cuota mensual de mantenimiento,0 MXN,2000
Superficie total,99 m²,2001
Superficie construida,99 m²,2001
Recámaras,3,2001
Baños,1,2001
Estacionamientos,1,2001
Superficie total,56 m²,2002
Superficie construida,56 m²,2002
Recámaras,1,2002
Baños,1,2002
Antigüedad,0 años,2002
Superficie construida,158 m²,2003
Recámaras,3,2003
Baños,3,2003
Antigüedad,0 años,2003
Superficie construida,161 m²,2004
Recámaras,3,2004
Baños,3,2004
Antigüedad,0 años,2004
Superficie total,143 m²,2005
