id,text,external_id
Antigüedad,0 años,1677
Superficie construida,150 m²,1678
Recámaras,3,1678
Baños,4,1678
Antigüedad,0 años,1678
Superficie construida,122 m²,1679
Recámaras,2,1679
Baños,2,1679
Antigüedad,0 años,1679
Superficie total,43 m²,1680
Superficie construida,43 m²,1680
Recámaras,1,1680
Baños,1,1680
Estacionamientos,1,1680
Antigüedad,-1 años,1680
Superficie total,78 m²,1681
Superficie construida,78 m²,1681
Recámaras,2,1681
Baños,2,1681
Estacionamientos,1,1681
Antigüedad,0 años,1681
Superficie total,65 m²,1682
Superficie construida,65 m²,1682
Recámaras,2,1682
Baños,2,1682
Estacionamientos,1,1682
Antigüedad,0 años,1682
Superficie total,43 m²,1683
Superficie construida,43 m²,1683
Recámaras,1,1683
Baños,1,1683
Estacionamientos,1,1683
Antigüedad,0 años,1683
Superficie total,173 m²,1684
Superficie construida,173 m²,1684
Recámaras,2,1684
Baños,3,1684
Estacionamientos,2,1684
Antigüedad,0 años,1684
Superficie total,91 m²,1685
Superficie construida,91 m²,1685
Recámaras,2,1685
Baños,2,1685
Estacionamientos,1,1685
Superficie total,211 m²,1686
Superficie construida,211 m²,1686
Recámaras,2,1686
Baños,2,1686
Estacionamientos,1,1686
Superficie total,178 m²,1687
Superficie construida,148 m²,1687
Recámaras,2,1687
Baños,2,1687
Estacionamientos,2,1687
Número de piso de la unidad,1,1687
Superficie total,87 m²,1688
Superficie construida,87 m²,1688
Recámaras,2,1688
Baños,1,1688
Estacionamientos,1,1688
Superficie total,85 m²,1689
Superficie construida,85 m²,1689
Recámaras,3,1689
Baños,2,1689
Estacionamientos,1,1689
Superficie total,135 m²,1690
Superficie construida,135 m²,1690
Recámaras,1,1690
Baños,2,1690
Estacionamientos,2,1690
Antigüedad,1 años,1690
Superficie total,80 m²,1691
Superficie construida,80 m²,1691
Estacionamientos,1,1691
Baños,2,1691
Baños por piso,1,1691
Número de piso de la unidad,4,1691
Oficinas por piso,2,1691
Cuota mensual de mantenimiento,3000 MXN,1691
Superficie total,90 m²,1692
Superficie construida,90 m²,1692
Recámaras,2,1692
Baños,2,1692
Estacionamientos,2,1692
Número de piso de la unidad,1,1692
Antigüedad,21 años,1692
Cuota mensual de mantenimiento,3500 MXN,1692
Superficie total,43 m²,1693
Superficie construida,43 m²,1693
Recámaras,1,1693
Baños,1,1693
Superficie total,62 m²,1694
Superficie construida,62 m²,1694
Recámaras,2,1694
Baños,1,1694
Estacionamientos,1,1694
Antigüedad,20 años,1694
Superficie total,190 m²,1695
Superficie construida,190 m²,1695
Estacionamientos,1,1695
Baños,3,1695
Antigüedad,2 años,1695
Superficie total,161 m²,1696
Superficie construida,161 m²,1696
Recámaras,3,1696
Baños,2,1696
Estacionamientos,2,1696
Superficie total,102 m²,1697
Superficie construida,102 m²,1697
Recámaras,3,1697
Baños,2,1697
Estacionamientos,2,1697
Antigüedad,7 años,1697
Superficie total,117 m²,1698
Superficie construida,117 m²,1698
Recámaras,2,1698
Baños,2,1698
Estacionamientos,2,1698
Departamentos por piso,1,1698
Antigüedad,0 años,1698
Superficie total,149 m²,1699
Superficie construida,136 m²,1699
Recámaras,2,1699
Baños,2,1699
Estacionamientos,2,1699
Superficie total,163 m²,1700
Superficie construida,99 m²,1700
Recámaras,2,1700
Baños,2,1700
Estacionamientos,2,1700
Superficie total,100 m²,1701
Superficie construida,100 m²,1701
Recámaras,2,1701
Baños,3,1701
Estacionamientos,2,1701
Superficie total,143 m²,1702
Superficie construida,143 m²,1702
Recámaras,3,1702
Baños,4,1702
Estacionamientos,2,1702
Cantidad de pisos,4,1702
Departamentos por piso,1,1702
Número de piso de la unidad,4,1702
Antigüedad,10 años,1702
Cuota mensual de mantenimiento,1 MXN,1702
Superficie total,144 m²,1703
Superficie construida,137 m²,1703
Recámaras,2,1703
Baños,2,1703
Estacionamientos,2,1703
Cantidad de pisos,3,1703
Número de piso de la unidad,1,1703
Superficie total,196 m²,1704
Superficie construida,196 m²,1704
Recámaras,1,1704
Baños,3,1704
Estacionamientos,2,1704
Superficie total,103 m²,1705
Superficie construida,103 m²,1705
Recámaras,3,1705
Baños,3,1705
Estacionamientos,1,1705
Cantidad de pisos,4,1705
Departamentos por piso,3,1705
Número de piso de la unidad,4,1705
Disposición,Frente,1705
Antigüedad,0 años,1705
Superficie total,57 m²,1706
Superficie construida,57 m²,1706
Recámaras,1,1706
Baños,1,1706
Estacionamientos,1,1706
Cantidad de pisos,6,1706
Número de piso de la unidad,1,1706
Antigüedad,0 años,1706
Superficie total,105 m²,1707
Superficie construida,105 m²,1707
Recámaras,3,1707
Baños,3,1707
Estacionamientos,2,1707
Bodegas,1,1707
Departamentos por piso,2,1707
Cuota mensual de mantenimiento,2300 MXN,1707
Superficie total,135 m²,1708
Superficie construida,135 m²,1708
Recámaras,3,1708
Baños,2,1708
Estacionamientos,2,1708
Superficie total,156.56 m²,1709
Superficie construida,158.56 m²,1709
Recámaras,2,1709
Baños,3,1709
Estacionamientos,2,1709
Cantidad de pisos,5,1709
Departamentos por piso,4,1709
Número de piso de la unidad,3,1709
Antigüedad,0 años,1709
Cuota mensual de mantenimiento,4000 MXN,1709
Superficie total,103 m²,1710
Superficie construida,103 m²,1710
Recámaras,3,1710
Baños,2,1710
Estacionamientos,2,1710
Superficie total,54.57 m²,1711
Superficie construida,107.5 m²,1711
Recámaras,1,1711
Baños,1,1711
Estacionamientos,1,1711
Cantidad de pisos,2,1711
Número de piso de la unidad,6,1711
Disposición,Contrafrente,1711
Antigüedad,10 años,1711
Cuota mensual de mantenimiento,1650 MXN,1711
Superficie total,102 m²,1712
Superficie construida,102 m²,1712
Recámaras,3,1712
Baños,2,1712
Estacionamientos,2,1712
Antigüedad,15 años,1712
Superficie total,102 m²,1713
Superficie construida,102 m²,1713
Recámaras,3,1713
Baños,2,1713
Estacionamientos,2,1713
Cantidad de pisos,6,1713
Superficie total,85 m²,1714
Superficie construida,85 m²,1714
Recámaras,2,1714
Baños,2,1714
Estacionamientos,1,1714
Antigüedad,10 años,1714
Superficie total,102 m²,1715
Superficie construida,102 m²,1715
Recámaras,3,1715
Baños,2,1715
Estacionamientos,2,1715
Antigüedad,8 años,1715
Superficie total,120 m²,1716
Superficie construida,120 m²,1716
Ambientes,2,1716
Recámaras,2,1716
Baños,2,1716
Estacionamientos,1,1716
Superficie total,200 m²,1717
Superficie construida,200 m²,1717
Estacionamientos,2,1717
Baños,2,1717
Superficie total,215 m²,1718
Superficie construida,250 m²,1718
Recámaras,3,1718
Baños,1,1718
Estacionamientos,1,1718
Superficie total,102 m²,1719
Superficie construida,102 m²,1719
Recámaras,3,1719
Baños,2,1719
Estacionamientos,2,1719
Antigüedad,15 años,1719
Superficie total,90 m²,1720
Superficie construida,90 m²,1720
Recámaras,2,1720
Baños,2,1720
Estacionamientos,1,1720
Antigüedad,15 años,1720
Superficie total,92 m²,1721
Superficie construida,92 m²,1721
Recámaras,2,1721
Baños,1,1721
Estacionamientos,1,1721
Antigüedad,19 años,1721
Superficie total,42 m²,1722
Superficie construida,42 m²,1722
Recámaras,1,1722
Baños,1,1722
Estacionamientos,1,1722
Cantidad de pisos,10,1722
Departamentos por piso,5,1722
Número de piso de la unidad,1,1722
Disposición,Contrafrente,1722
Orientación,Norte,1722
Antigüedad,0 años,1722
Cuota mensual de mantenimiento,1500 MXN,1722
Superficie total,100 m²,1723
Superficie construida,100 m²,1723
Recámaras,2,1723
Baños,2,1723
Estacionamientos,1,1723
Cantidad de pisos,6,1723
Departamentos por piso,4,1723
Número de piso de la unidad,2,1723
Disposición,Interno,1723
Antigüedad,0 años,1723
Cuota mensual de mantenimiento,2900 MXN,1723
Superficie total,102 m²,1724
Superficie construida,102 m²,1724
Recámaras,3,1724
Baños,2,1724
Estacionamientos,2,1724
Bodegas,1,1724
Superficie total,62 m²,1725
Superficie construida,62 m²,1725
Recámaras,2,1725
Baños,2,1725
Estacionamientos,1,1725
Superficie total,60 m²,1726
Superficie construida,60 m²,1726
Recámaras,2,1726
Baños,2,1726
Antigüedad,20 años,1726
Superficie total,95 m²,1727
Superficie construida,95 m²,1727
Recámaras,3,1727
Baños,2,1727
Estacionamientos,1,1727
Antigüedad,15 años,1727
Superficie total,70 m²,1728
Superficie construida,70 m²,1728
Recámaras,2,1728
Baños,1,1728
Estacionamientos,1,1728
Bodegas,4,1728
Antigüedad,10 años,1728
Superficie total,57.7 m²,1729
Superficie construida,57.7 m²,1729
Recámaras,1,1729
Baños,1,1729
Estacionamientos,1,1729
Superficie total,114 m²,1730
Superficie construida,114 m²,1730
Recámaras,2,1730
Baños,2,1730
Estacionamientos,1,1730
Bodegas,1,1730
Cantidad de pisos,9,1730
Departamentos por piso,4,1730
Número de piso de la unidad,3,1730
Antigüedad,3 años,1730
Cuota mensual de mantenimiento,2200 MXN,1730
Superficie total,292 m²,1731
Superficie construida,735 m²,1731
Recámaras,5,1731
Baños,4,1731
Estacionamientos,2,1731
Superficie total,139.36 m²,1732
Superficie construida,152.39 m²,1732
Recámaras,2,1732
Baños,2,1732
Estacionamientos,2,1732
Bodegas,1,1732
Cantidad de pisos,5,1732
Departamentos por piso,4,1732
Número de piso de la unidad,5,1732
Disposición,Interno,1732
Antigüedad,0 años,1732
Cuota mensual de mantenimiento,3900 MXN,1732
Superficie total,100 m²,1733
Superficie construida,178 m²,1733
Recámaras,3,1733
Baños,2,1733
Estacionamientos,1,1733
Cantidad de pisos,2,1733
Superficie total,60 m²,1734
Superficie construida,60 m²,1734
Recámaras,2,1734
Baños,1,1734
Estacionamientos,1,1734
Superficie total,80 m²,1735
Superficie construida,80 m²,1735
Recámaras,2,1735
Baños,1,1735
Estacionamientos,1,1735
Antigüedad,40 años,1735
Cuota mensual de mantenimiento,1100 MXN,1735
Superficie total,83 m²,1736
Superficie construida,83 m²,1736
Recámaras,3,1736
Baños,2,1736
Estacionamientos,1,1736
Superficie total,90 m²,1737
Superficie construida,90 m²,1737
Recámaras,3,1737
Baños,2,1737
Estacionamientos,1,1737
Cantidad de pisos,6,1737
Departamentos por piso,2,1737
Antigüedad,5 años,1737
Cuota mensual de mantenimiento,800 MXN,1737
Superficie total,95 m²,1738
Superficie construida,95 m²,1738
Recámaras,3,1738
Baños,2,1738
Estacionamientos,1,1738
Bodegas,1,1738
Cantidad de pisos,6,1738
Superficie total,95 m²,1739
Superficie construida,95 m²,1739
Recámaras,3,1739
Baños,2,1739
Estacionamientos,1,1739
Antigüedad,10 años,1739
Superficie total,178 m²,1740
Superficie construida,178 m²,1740
Recámaras,3,1740
Baños,3,1740
Estacionamientos,1,1740
Superficie total,13 m²,1741
Superficie construida,13 m²,1741
Baños,2,1741
Baños por piso,2,1741
Número de oficinas,20,1741
Número de piso de la unidad,4,1741
Oficinas por piso,5,1741
Orientación,Poniente,1741
Disposición,Frente,1741
Antigüedad,30 años,1741
Cuota mensual de mantenimiento,750 MXN,1741
Superficie total,360 m²,1742
Superficie construida,270 m²,1742
Baños,2,1742
Orientación,Norte,1742
Disposición,Frente,1742
Superficie total,56 m²,1743
Superficie construida,56 m²,1743
Recámaras,2,1743
Baños,1,1743
Estacionamientos,1,1743
Superficie total,54 m²,1744
Superficie construida,54 m²,1744
Ambientes,1,1744
Recámaras,1,1744
Baños,2,1744
Superficie total,85 m²,1745
Superficie construida,85 m²,1745
Recámaras,3,1745
Baños,1,1745
Estacionamientos,1,1745
Antigüedad,10 años,1745
Superficie total,80 m²,1746
Superficie construida,80 m²,1746
Recámaras,2,1746
Baños,1,1746
Estacionamientos,1,1746
Superficie total,204 m²,1747
Superficie construida,204 m²,1747
Recámaras,3,1747
Baños,2,1747
Estacionamientos,2,1747
Bodegas,1,1747
Cantidad de pisos,5,1747
Departamentos por piso,1,1747
Número de piso de la unidad,5,1747
Antigüedad,0 años,1747
Superficie total,485 m²,1748
Superficie construida,485 m²,1748
Estacionamientos,8,1748
Baños,4,1748
Cuota mensual de mantenimiento,38800 MXN,1748
Superficie total,100 m²,1749
Superficie construida,178 m²,1749
Recámaras,3,1749
Baños,2,1749
Estacionamientos,1,1749
Superficie total,89 m²,1750
Superficie construida,89 m²,1750
Baños,1,1750
Antigüedad,0 años,1750
Ambientes,1,1750
Superficie total,99 m²,1751
Superficie construida,99 m²,1751
Recámaras,2,1751
Baños,1,1751
Estacionamientos,1,1751
Superficie total,130 m²,1752
Superficie construida,130 m²,1752
Recámaras,3,1752
Baños,2,1752
Estacionamientos,2,1752
Bodegas,1,1752
Cantidad de pisos,1,1752
Antigüedad,20 años,1752
Cuota mensual de mantenimiento,3500 MXN,1752
Superficie total,97 m²,1753
Superficie construida,97 m²,1753
Recámaras,2,1753
Baños,2,1753
Estacionamientos,2,1753
Número de piso de la unidad,1,1753
Antigüedad,20 años,1753
Cuota mensual de mantenimiento,3500 MXN,1753
Superficie total,50 m²,1754
Superficie construida,184 m²,1754
Recámaras,3,1754
Baños,1,1754
Estacionamientos,1,1754
Cuota mensual de mantenimiento,0 MXN,1754
Superficie total,125 m²,1755
Superficie construida,70 m²,1755
Recámaras,2,1755
Baños,2,1755
Estacionamientos,1,1755
Cantidad de pisos,10,1755
Número de piso de la unidad,1,1755
Superficie total,29 m²,1756
Superficie construida,90 m²,1756
Recámaras,2,1756
Baños,1,1756
Estacionamientos,1,1756
Superficie total,60 m²,1757
Superficie construida,60 m²,1757
Recámaras,2,1757
Baños,1,1757
Estacionamientos,1,1757
Superficie total,156 m²,1758
Superficie construida,560 m²,1758
Estacionamientos,4,1758
Bodegas,1,1758
Antigüedad,1 años,1758
Superficie total,64 m²,1759
Superficie construida,62 m²,1759
Recámaras,2,1759
Baños,2,1759
Estacionamientos,1,1759
Superficie total,217 m²,1760
Acceso,Otro,1760
Superficie total,56 m²,1761
Superficie construida,56 m²,1761
Recámaras,2,1761
Baños,1,1761
Estacionamientos,1,1761
Superficie total,60 m²,1762
Superficie construida,60 m²,1762
Recámaras,2,1762
Baños,1,1762
Estacionamientos,1,1762
Superficie construida,31 m²,1763
Baños,1,1763
Antigüedad,40 años,1763
Superficie total,79 m²,1764
Superficie construida,79 m²,1764
Recámaras,2,1764
Baños,1,1764
Estacionamientos,1,1764
Superficie total,220 m²,1765
Superficie construida,220 m²,1765
Recámaras,4,1765
Baños,3,1765
Estacionamientos,3,1765
Superficie total,70 m²,1766
Superficie construida,70 m²,1766
Recámaras,2,1766
Baños,1,1766
Estacionamientos,1,1766
Superficie total,238 m²,1767
Superficie construida,215 m²,1767
Recámaras,4,1767
Baños,3,1767
Estacionamientos,2,1767
Superficie total,40 m²,1768
Superficie construida,40 m²,1768
Baños,1,1768
Número de piso de la unidad,2,1768
Antigüedad,30 años,1768
Superficie total,100 m²,1769
Superficie construida,100 m²,1769
Baños,1,1769
Antigüedad,15 años,1769
Superficie total,62 m²,1770
Superficie construida,62 m²,1770
Recámaras,2,1770
Baños,1,1770
Estacionamientos,1,1770
Superficie total,70 m²,1771
Superficie construida,70 m²,1771
Recámaras,2,1771
Baños,1,1771
Estacionamientos,1,1771
Antigüedad,0 años,1771
Superficie total,72 m²,1772
Superficie construida,64 m²,1772
Recámaras,1,1772
Baños,1,1772
Estacionamientos,1,1772
Cantidad de pisos,4,1772
Departamentos por piso,2,1772
Número de piso de la unidad,2,1772
Disposición,Frente,1772
Orientación,Poniente,1772
Superficie total,74 m²,1773
Superficie construida,74 m²,1773
Recámaras,2,1773
Baños,2,1773
Estacionamientos,1,1773
Superficie total,60 m²,1774
Superficie construida,60 m²,1774
Recámaras,2,1774
Baños,1,1774
Superficie total,76.42 m²,1775
Superficie construida,76.42 m²,1775
Recámaras,2,1775
Baños,1,1775
Estacionamientos,1,1775
Bodegas,1,1775
Cantidad de pisos,6,1775
Número de piso de la unidad,1,1775
Antigüedad,0 años,1775
Superficie total,100 m²,1776
Superficie construida,100 m²,1776
Recámaras,2,1776
Baños,2,1776
Estacionamientos,1,1776
Departamentos por piso,5,1776
Número de piso de la unidad,3,1776
Disposición,Frente,1776
Antigüedad,3 años,1776
Cuota mensual de mantenimiento,2650 MXN,1776
Superficie total,135 m²,1777
Superficie construida,135 m²,1777
Recámaras,3,1777
Baños,2,1777
Estacionamientos,2,1777
Superficie total,102 m²,1778
Superficie construida,102 m²,1778
Recámaras,3,1778
Baños,2,1778
Estacionamientos,2,1778
Antigüedad,10 años,1778
Superficie total,327 m²,1779
Superficie construida,450 m²,1779
Recámaras,5,1779
Baños,4,1779
Antigüedad,0 años,1779
Superficie total,370 m²,1780
Superficie construida,370 m²,1780
Baños,2,1780
Estacionamientos,4,1780
Antigüedad,0 años,1780
Superficie total,5 m²,1781
Superficie construida,5 m²,1781
Antigüedad,0 años,1781
Superficie total,220 m²,1782
Superficie construida,220 m²,1782
Recámaras,4,1782
Baños,4,1782
Estacionamientos,2,1782
Superficie total,80 m²,1783
Superficie construida,80 m²,1783
Recámaras,2,1783
Baños,2,1783
Estacionamientos,1,1783
Superficie total,17 m²,1784
Superficie construida,17 m²,1784
Antigüedad,0 años,1784
Superficie total,102 m²,1785
Recámaras,3,1785
Baños,2,1785
Estacionamientos,2,1785
Bodegas,1,1785
Antigüedad,10 años,1785
Cuota mensual de mantenimiento,1000 MXN,1785
Superficie total,176 m²,1786
Superficie construida,468 m²,1786
Antigüedad,0 años,1786
Superficie total,220 m²,1787
Superficie construida,220 m²,1787
Ambientes,4,1787
Recámaras,2,1787
Baños,2,1787
Estacionamientos,1,1787
Antigüedad,0 años,1787
Superficie total,284 m²,1788
Superficie construida,284 m²,1788
Recámaras,3,1788
Baños,3,1788
Estacionamientos,2,1788
Antigüedad,0 años,1788
Superficie total,156 m²,1789
Superficie construida,560 m²,1789
Estacionamientos,4,1789
Bodegas,1,1789
Antigüedad,1 años,1789
Superficie total,43 m²,1790
Superficie construida,43 m²,1790
Ambientes,4,1790
Recámaras,2,1790
Baños,2,1790
Estacionamientos,1,1790
Antigüedad,0 años,1790
Superficie total,95 m²,1791
Superficie construida,95 m²,1791
Ambientes,4,1791
Recámaras,2,1791
Baños,2,1791
Superficie total,130 m²,1792
Superficie construida,130 m²,1792
Recámaras,2,1792
Baños,2,1792
Estacionamientos,1,1792
Disposición,Frente,1792
Orientación,Oriente,1792
Antigüedad,3 años,1792
Superficie total,130 m²,1793
Superficie construida,130 m²,1793
Recámaras,3,1793
Baños,2,1793
Estacionamientos,2,1793
Bodegas,1,1793
Cantidad de pisos,1,1793
Antigüedad,20 años,1793
Superficie total,85 m²,1794
Superficie construida,85 m²,1794
Recámaras,3,1794
Baños,2,1794
Estacionamientos,1,1794
Superficie total,193 m²,1795
Superficie construida,193 m²,1795
Ambientes,8,1795
Recámaras,3,1795
Baños,4,1795
Estacionamientos,2,1795
Antigüedad,0 años,1795
Superficie total,56 m²,1796
Superficie construida,56 m²,1796
Recámaras,1,1796
Baños,1,1796
Disposición,Frente,1796
Orientación,Poniente,1796
Superficie total,92 m²,1797
Superficie construida,92 m²,1797
Recámaras,3,1797
Baños,1,1797
Estacionamientos,1,1797
Superficie total,178 m²,1798
Superficie construida,178 m²,1798
Recámaras,3,1798
Baños,2,1798
Estacionamientos,1,1798
Antigüedad,16 años,1798
Superficie total,72 m²,1799
Superficie construida,72 m²,1799
Ambientes,2,1799
Recámaras,1,1799
Baños,1,1799
Estacionamientos,1,1799
Antigüedad,0 años,1799
Superficie construida,40 m²,1800
Baños,1,1800
Antigüedad,25 años,1800
Superficie construida,74 m²,1801
Recámaras,2,1801
Baños,2,1801
Estacionamientos,2,1801
Número de piso de la unidad,3,1801
Antigüedad,1 años,1801
Superficie total,380 m²,1802
Superficie construida,380 m²,1802
Antigüedad,2011 años,1802
Superficie total,38 m²,1803
Superficie construida,38 m²,1803
Ambientes,3,1803
Recámaras,1,1803
Baños,1,1803
Estacionamientos,1,1803
Antigüedad,0 años,1803
Superficie construida,32.89 m²,1804
Recámaras,1,1804
Baños,1,1804
Bodegas,1,1804
Cantidad de pisos,6,1804
Antigüedad,0 años,1804
Superficie total,315 m²,1805
Superficie construida,315 m²,1805
Estacionamientos,3,1805
Antigüedad,0 años,1805
Superficie construida,150 m²,1806
Recámaras,2,1806
Baños,2,1806
Antigüedad,0 años,1806
Superficie total,327 m²,1807
Superficie construida,450 m²,1807
Recámaras,5,1807
Baños,4,1807
Antigüedad,0 años,1807
Superficie total,70 m²,1808
Superficie construida,70 m²,1808
Recámaras,2,1808
Baños,1,1808
Estacionamientos,1,1808
Superficie total,20 m²,1809
Superficie construida,20 m²,1809
Antigüedad,0 años,1809
Ambientes,1,1809
Superficie total,152 m²,1810
Superficie construida,152 m²,1810
Ambientes,4,1810
Recámaras,2,1810
Baños,2,1810
Estacionamientos,1,1810
Antigüedad,0 años,1810
Superficie total,156 m²,1811
Superficie construida,156 m²,1811
Recámaras,3,1811
Baños,2,1811
Estacionamientos,1,1811
Antigüedad,0 años,1811
Superficie total,208 m²,1812
Superficie construida,208 m²,1812
Ambientes,5,1812
Recámaras,3,1812
Baños,2,1812
Estacionamientos,1,1812
Antigüedad,40 años,1812
Superficie total,176 m²,1813
Superficie construida,468 m²,1813
Antigüedad,0 años,1813
Superficie total,580 m²,1814
Superficie construida,580 m²,1814
Antigüedad,0 años,1814
Superficie total,8 m²,1815
Superficie construida,8 m²,1815
Baños,1,1815
Antigüedad,0 años,1815
Superficie total,7 m²,1816
Superficie construida,7 m²,1816
Antigüedad,2017 años,1816
Superficie total,130 m²,1817
Superficie construida,130 m²,1817
Recámaras,3,1817
Baños,2,1817
Estacionamientos,2,1817
Bodegas,1,1817
Cantidad de pisos,1,1817
Antigüedad,20 años,1817
Superficie total,162 m²,1818
Superficie construida,162 m²,1818
Estacionamientos,2,1818
Baños,1,1818
Número de piso de la unidad,4,1818
Antigüedad,30 años,1818
Superficie total,83 m²,1819
Superficie construida,83 m²,1819
Antigüedad,0 años,1819
Superficie total,43 m²,1820
Superficie construida,43 m²,1820
Ambientes,4,1820
Recámaras,2,1820
Baños,2,1820
Estacionamientos,1,1820
Antigüedad,0 años,1820
Superficie construida,5 m²,1821
Antigüedad,1 años,1821
Superficie total,50 m²,1822
Superficie construida,50 m²,1822
Estacionamientos,2,1822
Baños,2,1822
Número de piso de la unidad,2,1822
Cuota mensual de mantenimiento,55 MXN,1822
Superficie total,1412 m²,1823
Superficie construida,1412 m²,1823
Estacionamientos,6,1823
Antigüedad,0 años,1823
Superficie total,70 m²,1824
Superficie construida,70 m²,1824
Antigüedad,0 años,1824
Superficie total,206 m²,1825
Superficie construida,206 m²,1825
Estacionamientos,2,1825
Antigüedad,0 años,1825
Superficie total,247 m²,1826
Superficie construida,247 m²,1826
Estacionamientos,2,1826
Antigüedad,0 años,1826
Superficie total,135 m²,1827
Superficie construida,135 m²,1827
Recámaras,3,1827
Baños,2,1827
Estacionamientos,2,1827
Antigüedad,10 años,1827
Superficie total,129 m²,1828
Superficie construida,129 m²,1828
Recámaras,2,1828
Baños,2,1828
Estacionamientos,1,1828
Superficie total,153 m²,1829
Superficie construida,153 m²,1829
Antigüedad,0 años,1829
Superficie total,103 m²,1830
Superficie construida,103 m²,1830
Recámaras,2,1830
Baños,2,1830
Estacionamientos,1,1830
Antigüedad,0 años,1830
Superficie total,300 m²,1831
Superficie construida,600 m²,1831
Estacionamientos,2,1831
Antigüedad,40 años,1831
Superficie construida,12 m²,1832
Antigüedad,1 años,1832
Superficie total,36 m²,1833
Superficie construida,36 m²,1833
Baños,7,1833
Número de piso de la unidad,1,1833
Superficie total,80 m²,1834
Superficie construida,80 m²,1834
Antigüedad,40 años,1834
Superficie total,150 m²,1835
Superficie construida,150 m²,1835
Recámaras,3,1835
Baños,3,1835
Estacionamientos,2,1835
Antigüedad,0 años,1835
Superficie total,630 m²,1836
Superficie construida,630 m²,1836
Estacionamientos,6,1836
Antigüedad,0 años,1836
Superficie total,212 m²,1837
Superficie construida,212 m²,1837
Estacionamientos,2,1837
Antigüedad,0 años,1837
Superficie total,157 m²,1838
Superficie construida,157 m²,1838
Ambientes,7,1838
Recámaras,3,1838
Baños,3,1838
Estacionamientos,2,1838
Antigüedad,0 años,1838
Superficie total,49 m²,1839
Superficie construida,49 m²,1839
Ambientes,3,1839
Recámaras,1,1839
Baños,1,1839
Estacionamientos,1,1839
Antigüedad,0 años,1839
Superficie total,140 m²,1840
Superficie construida,140 m²,1840
Estacionamientos,2,1840
Baños,2,1840
Número de piso de la unidad,2,1840
Cuota mensual de mantenimiento,55 MXN,1840
Superficie total,126 m²,1841
Superficie construida,126 m²,1841
Ambientes,4,1841
Recámaras,2,1841
Baños,2,1841
Estacionamientos,1,1841
Antigüedad,0 años,1841
Superficie total,150 m²,1842
Superficie construida,150 m²,1842
Ambientes,7,1842
Recámaras,3,1842
Baños,3,1842
Estacionamientos,2,1842
Antigüedad,0 años,1842
Superficie total,193 m²,1843
Superficie construida,193 m²,1843
Recámaras,3,1843
Baños,3,1843
Estacionamientos,2,1843
Antigüedad,0 años,1843
Superficie total,140 m²,1844
Superficie construida,140 m²,1844
Recámaras,3,1844
Baños,2,1844
Estacionamientos,2,1844
Antigüedad,0 años,1844
Superficie construida,100 m²,1845
Recámaras,2,1845
Baños,2,1845
Cantidad de pisos,3,1845
Superficie total,57 m²,1846
Superficie construida,57 m²,1846
Recámaras,1,1846
Baños,1,1846
Estacionamientos,1,1846
Antigüedad,0 años,1846
Superficie total,56 m²,1847
Superficie construida,56 m²,1847
Recámaras,2,1847
Baños,2,1847
Estacionamientos,1,1847
Antigüedad,0 años,1847
Superficie total,70 m²,1848
Superficie construida,70 m²,1848
Recámaras,2,1848
Baños,1,1848
Estacionamientos,1,1848
Antigüedad,0 años,1848
Superficie total,580 m²,1849
Superficie construida,580 m²,1849
Antigüedad,0 años,1849
Ambientes,6,1849
Superficie total,65 m²,1850
Superficie construida,65 m²,1850
Ambientes,4,1850
Recámaras,2,1850
Baños,2,1850
Estacionamientos,1,1850
Antigüedad,0 años,1850
Superficie total,63 m²,1851
Superficie construida,63 m²,1851
Ambientes,4,1851
Recámaras,2,1851
Baños,2,1851
Estacionamientos,1,1851
Antigüedad,0 años,1851
Superficie total,195 m²,1852
Superficie construida,195 m²,1852
Recámaras,3,1852
Baños,3,1852
Estacionamientos,2,1852
Número de piso de la unidad,1,1852
Antigüedad,0 años,1852
Superficie total,100 m²,1853
Superficie construida,100 m²,1853
Ambientes,5,1853
Recámaras,2,1853
Baños,2,1853
Estacionamientos,2,1853
Antigüedad,0 años,1853
Superficie total,193 m²,1854
Superficie construida,193 m²,1854
Ambientes,5,1854
Recámaras,2,1854
Baños,2,1854
Estacionamientos,2,1854
Antigüedad,0 años,1854
Superficie total,85 m²,1855
Superficie construida,85 m²,1855
Recámaras,3,1855
Baños,1,1855
Estacionamientos,2,1855
Antigüedad,0 años,1855
Superficie total,70 m²,1856
Superficie construida,70 m²,1856
Recámaras,2,1856
Baños,1,1856
Estacionamientos,1,1856
Antigüedad,40 años,1856
Superficie construida,112 m²,1857
Recámaras,2,1857
Baños,2,1857
Cantidad de pisos,3,1857
Superficie total,83 m²,1858
Superficie construida,83 m²,1858
Recámaras,2,1858
Baños,2,1858
Estacionamientos,1,1858
Antigüedad,0 años,1858
Superficie total,200 m²,1859
Superficie construida,200 m²,1859
Estacionamientos,2,1859
Antigüedad,0 años,1859
Superficie total,242 m²,1860
Superficie construida,242 m²,1860
Estacionamientos,2,1860
Antigüedad,0 años,1860
Superficie total,150 m²,1861
Superficie construida,150 m²,1861
Estacionamientos,1,1861
Antigüedad,0 años,1861
Superficie total,76 m²,1862
Superficie construida,76 m²,1862
Ambientes,4,1862
Recámaras,2,1862
Baños,2,1862
Estacionamientos,1,1862
Antigüedad,0 años,1862
Superficie total,242 m²,1863
Superficie construida,242 m²,1863
Estacionamientos,2,1863
