main_name|subtitle|link|location|price|attributes|id|address|lat|lon|since
Roma. Oficinas En Renta|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1359164118-roma-oficinas-en-renta-_JM#position=12&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Tonala 121, Roma Norte, Cuauhtémoc, Distrito Federal|23000 pesos|80 m² construidos|60|Tonala 121|19.39068|-99.2836995|Publicado hace 1 año
Confortable Depa En Roma Norte, Cerca De Metro Sevilla, 71465|Departamento en renta|https://departamento.metroscubicos.com/MLM-1365813778-confortable-depa-en-roma-norte-cerca-de-metro-sevilla-71465-_JM#position=13&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal|18500 pesos|65 m² construidos,2 recs.|61|Calle Salamanca|19.39068|-99.2836995|
Increíble Departamento Amueblado Cerca De Fuente De Cibeles, 12380|Departamento en renta|https://departamento.metroscubicos.com/MLM-1372293732-increible-departamento-amueblado-cerca-de-fuente-de-cibeles-12380-_JM#position=14&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Medellin, Roma Norte, Cuauhtémoc, Distrito Federal|26850 pesos|98 m² construidos,2 recs.|62|Medellin|19.39068|-99.2836995|
Excelente Departamento En La Roma Norte, Cuauhtémoc, 37770|Departamento en renta|https://departamento.metroscubicos.com/MLM-1352779354-excelente-departamento-en-la-roma-norte-cuauhtemoc-37770-_JM#position=15&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal|25500 pesos|130 m² construidos,2 recs.|63|Zacatecas|19.39068|-99.2836995|
Increíble Local En Renta En La Roma Norte|Local comercial en renta|https://inmueble.metroscubicos.com/MLM-875782613-increible-local-en-renta-en-la-roma-norte-_JM#position=16&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Colima 334, Roma Norte, Cuauhtémoc, Distrito Federal|65000 pesos|133 m² construidos|64|Colima 334|19.39068|-99.2836995|Publicado hace 1 año
Renta Oficina Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1357650128-renta-oficina-roma-norte-_JM#position=17&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Roma Norte, Cuauhtémoc, Distrito Federal|25000 pesos|89 m² construidos|65||19.39068|-99.2836995|Publicado hace 56 días
Departamento En Roma Norte, Cuauhtémoc Con 3 Recámaras, 154 M², Id: 41504|Departamento en venta|https://departamento.metroscubicos.com/MLM-1323153292-departamento-en-roma-norte-cuauhtemoc-con-3-recamaras-154-m-id-41504-_JM#position=18&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Colima, Roma Norte, Cuauhtémoc, Distrito Federal|10592361 pesos|154 m² construidos,3 recs.|66|Colima|19.39068|-99.2836995|
Excelente Ubicación Con Roof Garden Privado De 52m2|Departamento en venta|https://departamento.metroscubicos.com/MLM-1363822469-excelente-ubicacion-con-roof-garden-privado-de-52m2-_JM#position=19&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Av. Chapultepec Sn, Roma Norte, Cuauhtémoc, Distrito Federal|5250000 pesos|62 m² construidos,2 recs.|67|Av. Chapultepec Sn|19.39068|-99.2836995|Publicado hace 3 meses
Durango, Colonia Roma Norte|Departamento en renta|https://departamento.metroscubicos.com/MLM-1359932410-durango-colonia-roma-norte-_JM#position=20&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Durango, Colonia Roma Norte, Cuauhtémoc, Distrito Federal|23000 pesos|100 m² construidos,2 recs.|68|Durango, Colonia Roma Norte|19.39068|-99.2836995|
Hermoso Departamento De Una Recámara Con Terraza Privada|Departamento en venta|https://departamento.metroscubicos.com/MLM-1373368784-hermoso-departamento-de-una-recamara-con-terraza-privada-_JM#position=21&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Real De Romita 4, La Romita, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|4995000 pesos|93,000 m² construidos,1 rec.|69|Real De Romita 4, La Romita, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 26 días
Renta Departamento Amueblado Roma Norte|Departamento en renta|https://departamento.metroscubicos.com/MLM-1376401803-renta-departamento-amueblado-roma-norte-_JM#position=22&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Av Chapultepec 322, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|22000 pesos|85 m² construidos,2 recs.|70|Av Chapultepec 322, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 6 días
Espectacular Ph Con Roof Privado En Plaza Rio De Janeiro|Departamento en renta|https://departamento.metroscubicos.com/MLM-1375965871-espectacular-ph-con-roof-privado-en-plaza-rio-de-janeiro-_JM#position=23&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Rio De Janeiro, Roma Norte, Cuauhtémoc, Distrito Federal|90000 pesos|200 m² construidos,2 recs.|71|Rio De Janeiro|19.39068|-99.2836995|Publicado hace 6 días
Consultorio En Venta, Torre De Consultorio, Cerca De Insurgentes. Roma Norte.|Oficina en venta|https://inmueble.metroscubicos.com/MLM-1378962782-consultorio-en-venta-torre-de-consultorio-cerca-de-insurgentes-roma-norte-_JM#position=24&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Calle Querétaro 147, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|2400000 pesos|58 m² construidos|72|Calle Querétaro 147, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
Departamento En Venta, Roma Norte, Cuauhtemoc|Departamento en venta|https://departamento.metroscubicos.com/MLM-1377584378-departamento-en-venta-roma-norte-cuauhtemoc-_JM#position=25&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Roma Norte, Cuauhtémoc, Distrito Federal|5295000 pesos|135 m² construidos,2 recs.|73||19.39068|-99.2836995|Publicado hace 4 días
Renta Casa En Condominio Roma Norte|Casa en renta|https://casa.metroscubicos.com/MLM-1371144178-renta-casa-en-condominio-roma-norte-_JM#position=26&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Calle Querétaro 12, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|37500 pesos|180 m² construidos,3 recs.|74|Calle Querétaro 12, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 55 días
Departamento En Venta - Colonia Roma|Departamento en venta|https://departamento.metroscubicos.com/MLM-845360419-departamento-en-venta-colonia-roma-_JM#position=27&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Medellin  108, Roma Norte, Cuauhtémoc, Distrito Federal|5500000 pesos|107 m² construidos,2 recs.|75|Medellin  108|19.39068|-99.2836995|Publicado hace 1 año
Departamento Ph En Venta En Roma Norte Zacatecas 212447ru|Departamento en venta|https://departamento.metroscubicos.com/MLM-1366756705-departamento-ph-en-venta-en-roma-norte-zacatecas-212447ru-_JM#position=28&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Roma Norte, Cuauhtémoc, Distrito Federal|12900004 pesos|284 m² construidos,3 recs.|76||19.39068|-99.2836995|Publicado hace 29 días
Se Vende Departamento Exterior En Precioso Edificio De Fachada Catalogada|Departamento en venta|https://departamento.metroscubicos.com/MLM-1372394747-se-vende-departamento-exterior-en-precioso-edificio-de-fachada-catalogada-_JM#position=29&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Calle Querétaro 1 - 300, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|6680000 pesos|114 m² construidos,3 recs.|77|Calle Querétaro 1 - 300, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 15 días
Casa En Venta / Renta Catalogada Roma Norte|Casa en venta|https://casa.metroscubicos.com/MLM-1370063162-casa-en-venta-renta-catalogada-roma-norte-_JM#position=30&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal|58000000 pesos|1,050 m² construidos|78|Zacatecas|19.39068|-99.2836995|Publicado hace 20 días
Excelente Depto Condominio Cine México|Departamento en venta|https://departamento.metroscubicos.com/MLM-1372834295-excelente-depto-condominio-cine-mexico-_JM#position=31&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Cuauhtemoc, Roma Norte, Cuauhtémoc, Distrito Federal|5300000 pesos|100 m² construidos,2 recs.|79|Cuauhtemoc|19.39068|-99.2836995|Publicado hace 14 días
Muy Bien Iluminado Depa Con Roof Garden En Roma Norte, 71650|Departamento en renta|https://departamento.metroscubicos.com/MLM-1369099108-muy-bien-iluminado-depa-con-roof-garden-en-roma-norte-71650-_JM#position=32&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal|28000 pesos|110 m² construidos,3 recs.|80|Tabasco|19.39068|-99.2836995|
Casa En Venta / Renta Catalogada Roma Norte|Casa en renta|https://casa.metroscubicos.com/MLM-1372970962-casa-en-venta-renta-catalogada-roma-norte-_JM#position=33&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal|380000 pesos|1,050 m² construidos|81|Zacatecas|19.39068|-99.2836995|Publicado hace 14 días
Roma Norte. Aguascalientes Espectacular Departamento Con Rg|Departamento en venta|https://departamento.metroscubicos.com/MLM-1317860065-roma-norte-aguascalientes-espectacular-departamento-con-rg-_JM#position=34&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Aguascalientes 51, Roma Sur, Ciudad De México, Cdmx, México, Roma Sur, Cuauhtémoc, Distrito Federal|6980000 pesos|90 m² construidos,2 recs.|82|Aguascalientes 51, Roma Sur, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 4 meses
En Venta Penthouse En Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1366856595-en-venta-penthouse-en-roma-norte-_JM#position=35&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|13500000 pesos|100 m² construidos,3 recs.|83|Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 29 días
Bonito Departamento En Edificio Art Deco, En Roma Norte Cuauhtémoc, 71936|Departamento en renta|https://departamento.metroscubicos.com/MLM-1369431296-bonito-departamento-en-edificio-art-deco-en-roma-norte-cuauhtemoc-71936-_JM#position=36&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Cerrada Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal|21500 pesos|120 m² construidos,2 recs.|84|Cerrada Salamanca|19.39068|-99.2836995|
Vendo Lindo Departamento Remodelado Col Roma Norte Terraza|Departamento en venta|https://departamento.metroscubicos.com/MLM-1351737927-vendo-lindo-departamento-remodelado-col-roma-norte-terraza-_JM#position=37&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Querétaro    Roma Norte 227, Roma Norte, Cuauhtémoc, Distrito Federal|7500000 pesos|166 m² construidos,3 recs.|85|Querétaro    Roma Norte 227|19.39068|-99.2836995|Publicado hace 2 meses
En Venta Garden House En Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1366844087-en-venta-garden-house-en-roma-norte-_JM#position=38&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|8900000 pesos|160 m² construidos,2 recs.|86|Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 28 días
Acogedor Departamento En El Corazón De La Condesa, 70943|Departamento en renta|https://departamento.metroscubicos.com/MLM-1360194576-acogedor-departamento-en-el-corazon-de-la-condesa-70943-_JM#position=39&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Avenida De Los Insurgentes Sur, Roma Norte, Cuauhtémoc, Distrito Federal|19900 pesos|97 m² construidos,2 recs.|87|Avenida De Los Insurgentes Sur|19.39068|-99.2836995|
En Venta Garden House En Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1366856892-en-venta-garden-house-en-roma-norte-_JM#position=40&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|11000000 pesos|170 m² construidos,3 recs.|88|Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 29 días
Hermoso Departamento Frente A La Fuente De La Cibeles, Roma Norte, 17534|Departamento en renta|https://departamento.metroscubicos.com/MLM-1368138834-hermoso-departamento-frente-a-la-fuente-de-la-cibeles-roma-norte-17534-_JM#position=41&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Medellin, Roma Norte, Cuauhtémoc, Distrito Federal|24500 pesos|60 m² construidos,1 rec.|89|Medellin|19.39068|-99.2836995|
Muy Bien Ubicado Depa Amueblado En Roma Norte, Cerca De Sevilla, 71757|Departamento en renta|https://departamento.metroscubicos.com/MLM-1368968865-muy-bien-ubicado-depa-amueblado-en-roma-norte-cerca-de-sevilla-71757-_JM#position=42&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Puebla, Roma Norte, Cuauhtémoc, Distrito Federal|18000 pesos|100 m² construidos,2 recs.|90|Puebla|19.39068|-99.2836995|
Departamento En Venta En  Calle Tonala ,roma Norte . Ru 22-1292  |Departamento en venta|https://departamento.metroscubicos.com/MLM-1366788683-departamento-en-venta-en-calle-tonala-roma-norte-ru-22-1292-_JM#position=43&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Roma Norte, Cuauhtémoc, Distrito Federal|8584004 pesos|144 m² construidos,2 recs.|91||19.39068|-99.2836995|Publicado hace 29 días
Depto En El Corazon De La Col Roma, Vista   Y Espaciosos Inc|Departamento en venta|https://departamento.metroscubicos.com/MLM-1372839047-depto-en-el-corazon-de-la-col-roma-vista-y-espaciosos-inc-_JM#position=44&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal|7000000 pesos|122 m² construidos,2 recs.|92|Jalapa|19.39068|-99.2836995|Publicado hace 14 días
Renta Departamento En Roma Norte En Zacatecas|Departamento en renta|https://departamento.metroscubicos.com/MLM-1377570650-renta-departamento-en-roma-norte-en-zacatecas-_JM#position=45&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Roma Norte, Cuauhtémoc, Distrito Federal|21000 pesos|96 m² construidos,3 recs.|93||19.39068|-99.2836995|Publicado hace 4 días
Departamento En Roma Norte, Cuauhtémoc Con 2 Recámaras, 65 M², Id: 60663|Departamento en renta|https://departamento.metroscubicos.com/MLM-1377277273-departamento-en-roma-norte-cuauhtemoc-con-2-recamaras-65-m-id-60663-_JM#position=46&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal|17500 pesos|65 m² construidos,2 recs.|94|Calle Salamanca|19.39068|-99.2836995|
Renta Departamento  Amueblado En Colonia Roma En Medellin|Departamento en renta|https://departamento.metroscubicos.com/MLM-1377589990-renta-departamento-amueblado-en-colonia-roma-en-medellin-_JM#position=47&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Roma Norte, Cuauhtémoc, Distrito Federal|25000 pesos|96 m² construidos,2 recs.|95||19.39068|-99.2836995|Publicado hace 4 días
Divina Vista A La Plaza Rio De Janeiro|Departamento en renta|https://departamento.metroscubicos.com/MLM-1377730564-divina-vista-a-la-plaza-rio-de-janeiro-_JM#position=48&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7|Plaza Rio De Janeiro, Roma Norte, Cuauhtémoc, Distrito Federal|36000 pesos|211 m² construidos,3 recs.|96|Plaza Rio De Janeiro|19.39068|-99.2836995|Publicado hace 4 días
Divina Vista A La Plaza Rio De Janeiro|Departamento en renta|https://departamento.metroscubicos.com/MLM-1377730564-divina-vista-a-la-plaza-rio-de-janeiro-_JM#position=1&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Plaza Rio De Janeiro, Roma Norte, Cuauhtémoc, Distrito Federal|36000 pesos|211 m² construidos,3 recs.|97|Plaza Rio De Janeiro|19.39068|-99.2836995|Publicado hace 4 días
Venta Y/o Renta Departamento A Estrenar, Durango Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376904407-venta-yo-renta-departamento-a-estrenar-durango-roma-norte-_JM#position=2&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Durango, Roma Norte, Cuauhtémoc, Distrito Federal|8800000 pesos|146 m² construidos,2 recs.|98|Durango|19.39068|-99.2836995|Publicado hace 5 días
Renta Departamento Duplex Con Roofgarden Propio  Roma Norte En Merida|Departamento en renta|https://departamento.metroscubicos.com/MLM-1377544800-renta-departamento-duplex-con-roofgarden-propio-roma-norte-en-merida-_JM#position=3&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Roma Norte, Cuauhtémoc, Distrito Federal|39000 pesos|168 m² construidos,2 recs.|99||19.39068|-99.2836995|Publicado hace 4 días
Venta Y/o Renta Departamento A Estrenar, Durango Roma Norte|Departamento en renta|https://departamento.metroscubicos.com/MLM-1376948200-venta-yo-renta-departamento-a-estrenar-durango-roma-norte-_JM#position=4&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Durango, Roma Norte, Cuauhtémoc, Distrito Federal|37000 pesos|146 m² construidos,2 recs.|100|Durango|19.39068|-99.2836995|Publicado hace 5 días
Venta Y/o Renta Departamento A Estrenar En Durango, Roma Nor|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376941821-venta-yo-renta-departamento-a-estrenar-en-durango-roma-nor-_JM#position=5&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Durango, Roma Norte, Cuauhtémoc, Distrito Federal|9000000 pesos|192 m² construidos,2 recs.|101|Durango|19.39068|-99.2836995|Publicado hace 5 días
Oficina En Venta, Roma Norte, Cuauhtémoc|Oficina en venta|https://inmueble.metroscubicos.com/MLM-1376248625-oficina-en-venta-roma-norte-cuauhtemoc-_JM#position=6&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Roma Norte, Cuauhtémoc, Distrito Federal|22000000 pesos|600 m² construidos|102||19.39068|-99.2836995|Publicado hace 6 días
Oficina En Renta, Roma Norte, Cuauhtémoc|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1376322882-oficina-en-renta-roma-norte-cuauhtemoc-_JM#position=7&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Roma Norte, Cuauhtémoc, Distrito Federal|150000 pesos|600 m² construidos|103||19.39068|-99.2836995|Publicado hace 6 días
Venta Departamento Duplex Con Roofgarden Propio  Roma Norte En Merida|Departamento en venta|https://departamento.metroscubicos.com/MLM-1377570711-venta-departamento-duplex-con-roofgarden-propio-roma-norte-en-merida-_JM#position=8&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Roma Norte, Cuauhtémoc, Distrito Federal|9450000 pesos|118 m² construidos,2 recs.|104||19.39068|-99.2836995|Publicado hace 4 días
Consultorio En Renta En Edificio Medico Colonia Roma|Local comercial en renta|https://inmueble.metroscubicos.com/MLM-1377721605-consultorio-en-renta-en-edificio-medico-colonia-roma-_JM#position=9&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a|Durango 33, Roma Norte, Cuauhtémoc, Distrito Federal|18140 pesos|26 m² construidos|105|Durango 33|19.39068|-99.2836995|Publicado hace 4 días
