property_type,price_type,lat,lon,years,CVEGEO,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,is_depto,Baños_imp,Recámaras_imp,precio_m2_final,nearest_50_pct_price,nearest_75_pct_price,nearest_25_pct_price,nearest_std_price,ageb_precio_m2_25_pct,ageb_precio_m2_50_pct,ageb_precio_m2_75_pct
depto,venta,19.42222,-99.15957,,0901500011002,586,252.0,22.0,36.0,38.0,12.0,1,1.0,2.0,48734.17721518988,59448.05194805194,60797.12812960236,53045.52912223134,11103.472758910313,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42402,-99.16076,,0901500011002,588,343.0,10.0,55.0,64.0,13.0,1,2.0,2.0,51687.59756097561,53754.59802971576,58593.586734693876,50561.79775280899,15604.873165243303,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42402,-99.16076,,0901500011002,589,343.0,10.0,55.0,64.0,13.0,1,2.0,2.0,53891.625,52652.584310203565,58593.586734693876,50561.79775280899,15643.907567943252,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42402,-99.16076,,0901500011002,590,343.0,10.0,55.0,64.0,13.0,1,2.0,2.0,54374.34693877551,52652.584310203565,58472.90625,50561.79775280899,15647.379362099675,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.41952,-99.16254,,0901500011002,592,314.0,17.0,58.0,71.0,15.0,0,3.0,3.0,36450.66273932253,60660.656175077514,74488.17332538262,53165.523322316425,15756.078226635054,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41952,-99.16254,,0901500011002,593,314.0,17.0,58.0,71.0,15.0,1,2.0,2.0,49484.536082474224,60660.656175077514,74488.17332538262,53165.523322316425,17385.602594198175,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.41943,-99.16253,,0901500011002,594,327.0,20.0,58.0,75.0,15.0,0,2.0,2.0,50000.0,55790.62772792527,64832.04134366925,50738.21796759941,16399.093062571483,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41952,-99.16254,,0901500011002,596,314.0,17.0,58.0,71.0,15.0,1,1.0,1.0,76923.07692307692,54098.12126797695,67119.73377229327,50351.62002945508,16739.805239038356,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41897,-99.16346,,0901500011002,597,329.0,17.0,62.0,81.0,13.0,1,2.0,3.0,76153.84615384616,62777.77777777778,64166.66666666667,55119.11801976852,11806.29619062504,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41952,-99.16254,,0901500011002,599,314.0,17.0,58.0,71.0,15.0,1,2.0,2.0,83979.32816537467,54098.12126797695,67119.73377229327,50351.62002945508,15646.222190362556,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42215,-99.16036,,0901500011002,600,281.0,18.0,46.0,48.0,13.0,1,2.0,2.0,76227.39018087854,59448.05194805194,60797.12812960236,50681.0676940011,8608.60725854239,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41898,-99.15881,,0901500011002,601,321.0,35.0,66.0,74.0,16.0,1,2.0,2.0,52187.5,52919.43521594685,63759.229534510436,45991.43062397372,17886.5026163044,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.42119,-99.16115,,0901500011002,602,291.0,16.0,53.0,55.0,15.0,0,2.0,3.0,64903.84615384616,64903.84615384616,65517.94177386594,41222.52747252747,20090.910959813427,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.41943,-99.16253,,0901500011002,603,327.0,20.0,58.0,75.0,15.0,0,2.0,2.0,57777.77777777778,53378.1747742352,64832.04134366925,50000.0,16578.06709628408,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.41929,-99.16358,,0901500011002,604,317.0,18.0,61.0,73.0,13.0,0,2.0,2.0,63333.333333333336,63888.88888888889,72530.37921642572,57397.66081871345,11302.794720201511,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.42345,-99.16191,,0901500011002,605,330.0,7.0,61.0,84.0,13.0,0,2.0,3.0,32863.849765258215,48495.18459069021,52853.62773277589,33337.72689613618,13548.6273970205,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.42398,-99.16097,,0901500011002,606,351.0,11.0,56.0,66.0,12.0,0,2.0,2.0,50561.79775280899,53754.59802971576,58593.586734693876,50843.24770485065,15570.190655330724,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.42011,-99.16375,,0901500011002,607,321.0,18.0,65.0,62.0,13.0,0,1.0,1.0,54255.31914893617,57896.953280761794,63055.555555555555,42931.51595744681,13354.79120805144,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41952,-99.16254,,0901500011002,608,314.0,17.0,58.0,71.0,15.0,1,1.0,1.0,53803.47767807276,60660.656175077514,74488.17332538262,50351.62002945508,17635.03461794325,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.41952,-99.16254,,0901500011002,609,314.0,17.0,58.0,71.0,15.0,0,1.0,1.0,35154.78723404255,60660.656175077514,74488.17332538262,53165.523322316425,15511.76953584208,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.41952,-99.16254,,0901500011002,610,314.0,17.0,58.0,71.0,15.0,0,2.0,2.0,81845.23809523809,54098.12126797695,67119.73377229327,50351.62002945508,16024.967376107776,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.423,-99.16146,,0901500011002,611,295.0,7.0,46.0,68.0,14.0,1,2.0,2.0,67183.46253229973,40593.96485867074,50561.79775280899,32863.849765258215,11356.916999308834,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42114,-99.1633,,0901500011002,612,384.0,19.0,79.0,89.0,19.0,1,2.0,2.0,64415.38461538462,80373.12299533508,82500.0,63807.46449990968,20655.0003312456,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41952,-99.16254,,0901500011002,613,314.0,17.0,58.0,71.0,15.0,1,2.0,2.0,67183.46253229973,54098.12126797695,74424.44456537616,50351.62002945508,17581.59552790982,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41952,-99.16254,,0901500011002,615,314.0,17.0,58.0,71.0,15.0,1,1.0,1.0,66928.5474922739,54098.12126797695,74488.17332538262,50351.62002945508,17594.240092750955,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42039,-99.16164,,0901500011002,616,215.0,6.0,52.0,49.0,13.0,1,2.0,3.0,41538.46153846154,64903.84615384616,65517.94177386594,45725.961538461546,19974.494373936595,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4208,-99.1615,,0901500011002,618,234.0,6.0,59.0,56.0,13.0,1,2.0,3.0,76153.84615384616,58166.20879120879,64903.84615384616,39884.61538461539,15968.037814971882,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.41952,-99.16254,,0901500011002,619,314.0,17.0,58.0,71.0,15.0,0,3.0,3.0,52952.87187039764,60660.656175077514,74488.17332538262,50564.27148137386,17596.438074758014,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42099,-99.16092,,0901500011002,620,269.0,15.0,44.0,50.0,16.0,1,3.0,3.0,86923.65835222977,64903.84615384616,64922.644002916524,42357.142857142855,17306.031493452145,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41899,-99.16402,,0901500011002,622,301.0,17.0,55.0,68.0,13.0,1,2.0,2.0,74935.40051679585,63333.333333333336,65097.5975975976,56727.30515427144,12842.384974214434,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41748,-99.16455,,0901500011002,623,355.0,19.0,50.0,76.0,9.0,1,1.0,1.0,61919.08999515955,69896.59645909646,84617.51168215311,56677.01863354037,19903.917758151438,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41748,-99.16455,,0901500011002,625,355.0,19.0,50.0,76.0,9.0,1,1.0,1.0,84673.32539002867,61539.90214043691,82995.6725770145,56677.01863354037,18958.44656418566,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.41952,-99.16255,,0901500011002,630,314.0,17.0,58.0,71.0,15.0,1,2.0,2.0,54392.764857881135,60113.54804769698,68286.93640917905,41067.415730337074,16576.749189041915,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42345,-99.16192,,0901500011002,632,330.0,7.0,60.0,85.0,13.0,1,1.0,2.0,27932.96089385475,48495.18459069021,52853.62773277589,33337.72689613618,12951.952288093313,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4142857,-99.1592041,55.0,0901500011214,635,408.0,211.0,58.0,48.0,14.0,1,2.0,3.0,39222.22222222222,67191.38486842105,71623.05014854044,55285.160575858245,12209.498623537464,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413676,-99.1654703,3.0,0901500011214,636,446.0,24.0,102.0,117.0,10.0,1,2.0,2.0,74444.44444444444,56551.72413793104,58156.02836879432,56078.72050816697,11847.932199112442,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4130874,-99.1634537,0.0,0901500011214,637,366.0,19.0,89.0,90.0,5.0,1,2.0,3.0,41899.44134078212,47397.08823529412,59202.317290552586,46960.54102167183,12482.087466944951,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4129403,-99.1615832,0.0,0901500011214,638,440.0,207.0,56.0,61.0,6.0,1,2.0,2.0,75000.0,58577.58620689655,72857.91062176165,58577.58620689655,14265.23410824572,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4141846,-99.1597243,0.0,0901500011214,639,425.0,212.0,60.0,53.0,16.0,1,2.0,2.0,72198.15189873418,60508.063162994695,69621.5586734694,54250.70028011204,11872.23315200777,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4136766,-99.1654682,3.0,0901500011214,640,444.0,24.0,102.0,117.0,10.0,1,3.0,3.0,58156.02836879432,56551.72413793104,58504.524333577894,56078.72050816697,13673.010593608607,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4152831,-99.160323,7.0,0901500011214,641,468.0,223.0,71.0,50.0,18.0,1,2.0,2.0,50000.0,53688.524590163935,60370.53571428571,39084.295104980265,14017.632578172752,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4142857,-99.1592041,55.0,0901500011214,643,408.0,211.0,58.0,48.0,14.0,1,2.0,2.0,39222.22222222222,67191.38486842105,71623.05014854044,55285.160575858245,12209.498623537464,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4146488,-99.1604736,12.0,0901500011214,644,454.0,219.0,60.0,55.0,17.0,1,2.0,3.0,58596.491228070176,66666.66666666667,66666.66666666667,56957.62711864407,11873.940198541013,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4141267,-99.1647512,30.0,0901500011214,645,424.0,25.0,104.0,104.0,7.0,1,2.0,3.0,45112.78195488722,57396.59825519362,60968.66096866097,53177.083333333336,8986.08849461587,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4150482,-99.1602171,5.0,0901500011214,646,437.0,220.0,55.0,48.0,18.0,1,2.0,2.0,57377.04918032787,61065.891640381065,68962.14367816091,40831.33564286439,15180.545584247131,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4148155,-99.1603133,0.0,0901500011214,647,439.0,219.0,58.0,50.0,17.0,1,2.0,3.0,62625.24137931035,59783.78011155901,65290.17857142857,46084.9004943989,13019.98782772215,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413741,-99.161001,0.0,0901500011214,648,452.0,212.0,62.0,58.0,9.0,1,1.0,1.0,84759.32075471699,68792.58544303797,72191.87424242424,64466.714717015144,7065.79445429283,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.414614,-99.16192,0.0,0901500011214,649,473.0,220.0,59.0,56.0,11.0,1,2.0,2.0,51123.59550561798,66387.61118913858,75599.32751726646,51793.56604873168,17712.54976844999,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413048,-99.161507,0.0,0901500011214,650,445.0,206.0,55.0,64.0,7.0,1,1.0,1.0,58577.58620689655,65042.000357334284,74003.98741225137,58577.58620689655,14441.62088800559,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.415015,-99.159895,0.0,0901500011214,651,422.0,218.0,57.0,44.0,19.0,1,2.0,2.0,73417.72151898734,59174.059087687856,68596.0119047619,46084.9004943989,13694.83094411761,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.414904,-99.160883,0.0,0901500011214,652,451.0,218.0,63.0,54.0,12.0,1,2.0,3.0,71625.43859649122,62631.57894736843,72906.35964912281,56957.62711864407,14249.576798102355,50000.0,58577.58620689655,71070.69121447028
depto,renta,19.413991,-99.160745,0.0,0901500011214,653,443.0,212.0,61.0,58.0,12.0,1,1.0,2.0,32142.85714285714,73435.36666666667,76841.08527131783,58172.442244224425,13149.272075093111,50000.0,58577.58620689655,71070.69121447028
casa,venta,19.414149,-99.1645398,70.0,0901500011214,654,421.0,25.0,102.0,100.0,6.0,0,8.0,8.0,56637.16814159292,54130.434782608696,59009.6618357488,47198.57352941176,8301.803066564516,50000.0,58577.58620689655,71070.69121447028
depto,renta,19.4130842,-99.1608389,18.0,0901500011214,655,424.0,203.0,59.0,58.0,6.0,1,2.0,2.0,29670.329670329666,47065.88881262869,52580.645161290326,44918.313069908814,9291.460125387364,50000.0,58577.58620689655,71070.69121447028
casa,venta,19.4125039,-99.1624249,30.0,0901500011214,656,434.0,184.0,57.0,65.0,4.0,0,3.0,3.6,53475.935828877,58577.58620689655,68387.55060728746,44082.70177738928,14713.289806733863,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413758,-99.1654745,0.0,0901500011214,657,455.0,24.0,103.0,119.0,11.0,1,2.0,3.0,53125.0,58707.64381402679,64423.07692307692,56551.72413793104,7151.85615316076,50000.0,58577.58620689655,71070.69121447028
depto,renta,19.4138399,-99.1617242,3.0,0901500011214,658,470.0,212.0,58.0,64.0,8.0,1,2.0,2.0,33506.493506493505,67333.69627192983,78898.28344768439,61714.899600193006,11024.84287269057,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413758,-99.1654745,0.0,0901500011214,659,455.0,24.0,103.0,119.0,11.0,1,2.0,3.0,53333.333333333336,58707.64381402679,64423.07692307692,56551.72413793104,7178.014614533298,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4130341,-99.1614773,0.0,0901500011214,660,442.0,206.0,56.0,62.0,7.0,1,3.0,3.0,73308.40932642487,58577.58620689655,73553.48870758817,58577.58620689655,16907.340509276073,50000.0,58577.58620689655,71070.69121447028
casa,renta,19.4148447,-99.1602414,91.0,0901500011214,661,436.0,220.0,57.0,49.0,17.0,0,3.0,7.0,74074.07407407407,59174.059087687856,62259.10960591133,46084.9004943989,12287.224448850526,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413034,-99.161477,0.0,0901500011214,663,442.0,206.0,56.0,62.0,7.0,1,3.0,3.0,71506.41450777202,58577.58620689655,74003.98741225137,58577.58620689655,17041.296132349384,50000.0,58577.58620689655,71070.69121447028
depto,renta,19.41252,-99.16232,0.0,0901500011214,664,424.0,182.0,57.0,62.0,4.0,1,1.0,1.0,33287.1012482663,58577.58620689655,67933.87023593466,46148.70423693953,13141.950898961535,50000.0,58577.58620689655,71070.69121447028
casa,venta,19.4148447,-99.1602414,0.0,0901500011214,666,436.0,220.0,57.0,49.0,17.0,0,1.8,1.8,42806.183115338885,61065.891640381065,68962.14367816091,56285.05176876618,12525.261269409222,50000.0,58577.58620689655,71070.69121447028
casa,venta,19.4118192,-99.1584663,72.0,0901500011214,667,165.0,5.0,44.0,39.0,2.0,0,2.0,4.0,47407.40740740741,62637.64789881681,68436.69994879671,52032.73809523809,12238.542360220932,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4130842,-99.1608389,20.0,0901500011214,668,424.0,203.0,59.0,58.0,6.0,1,2.0,2.0,45744.68085106383,50483.87096774194,58978.49462365591,44918.313069908814,11191.049893295527,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4120249,-99.1642866,0.0,0901500011214,669,629.0,22.0,130.0,269.0,7.0,1,2.0,2.0,71428.57142857143,45474.178571428565,48214.28571428572,38335.40172166427,14356.145284779328,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4141327,-99.1605344,12.0,0901500011214,670,434.0,212.0,63.0,55.0,13.0,1,2.0,2.0,59356.43564356436,66666.66666666667,74153.05,54941.17647058824,14528.757028252741,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4129403,-99.1615832,0.0,0901500011214,671,440.0,207.0,56.0,61.0,6.0,1,1.0,1.0,58577.58620689655,65042.000357334284,74003.98741225137,58577.58620689655,14739.8733263814,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,673,454.0,212.0,64.0,58.0,9.0,1,2.0,2.0,73174.24509803922,68792.58544303797,72191.87424242424,64466.714717015144,7019.937655830566,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4141846,-99.1597243,0.0,0901500011214,675,425.0,212.0,60.0,53.0,16.0,1,2.0,2.0,55238.09523809524,67191.38486842105,71623.05014854044,54297.765617875055,12296.98448650906,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,676,454.0,212.0,64.0,58.0,9.0,1,1.0,1.0,84797.05660377358,68792.58544303797,72191.87424242424,64466.714717015144,4704.286627716428,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4146488,-99.1604736,11.0,0901500011214,678,454.0,219.0,60.0,55.0,17.0,1,2.0,3.0,56610.16949152543,66666.66666666667,66666.66666666667,58149.12280701754,11759.065185173302,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413758,-99.160785,0.0,0901500011214,679,452.0,212.0,66.0,59.0,10.0,1,1.0,1.0,75000.0,73628.09393939393,81069.22641509434,55451.5665374677,15222.071297455965,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4138,-99.1617,1.0,0901500011214,680,470.0,210.0,61.0,65.0,8.0,1,2.0,2.0,51568.96551724138,68745.06460970464,72783.46715686275,64461.806586339444,13937.14841706794,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.414535,-99.16394,0.0,0901500011214,681,426.0,34.0,89.0,82.0,9.0,1,2.0,3.0,58260.86956521739,47000.05882352941,49448.529411764706,47000.01470588235,5321.360955859718,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413676,-99.1654703,0.0,0901500011214,683,446.0,24.0,102.0,117.0,10.0,1,3.0,3.0,55921.05263157895,57353.87625336269,58504.524333577894,56551.72413793104,13721.601588228179,50000.0,58577.58620689655,71070.69121447028
depto,renta,19.4132467,-99.1609747,11.0,0901500011214,684,424.0,204.0,56.0,57.0,8.0,1,2.0,2.0,39183.67346938775,50483.87096774194,62555.86194821732,45744.68085106383,15806.15587653186,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4130842,-99.1608389,17.0,0901500011214,685,424.0,203.0,59.0,58.0,6.0,1,2.0,2.0,48387.096774193546,49162.66300617708,58978.49462365591,44918.313069908814,11270.794083317402,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4136766,-99.1654682,4.0,0901500011214,686,444.0,24.0,102.0,117.0,10.0,1,3.0,3.0,56551.72413793104,57353.87625336269,58504.524333577894,56078.72050816697,13712.417400423912,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4130341,-99.1614773,0.0,0901500011214,689,442.0,206.0,56.0,62.0,7.0,1,2.0,2.0,74235.84677419355,58577.58620689655,72857.91062176165,58577.58620689655,14057.23127718128,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413676,-99.16547,0.0,0901500011214,690,446.0,24.0,102.0,117.0,10.0,1,2.0,2.0,64444.444444444445,56551.72413793104,58156.02836879432,56078.72050816697,13291.160613500428,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4141846,-99.1597243,0.0,0901500011214,691,425.0,212.0,60.0,53.0,16.0,1,2.0,2.0,69897.74489795919,60508.063162994695,71346.86392405065,54250.70028011204,12102.234256565107,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413879,-99.160909,0.0,0901500011214,693,442.0,212.0,58.0,58.0,11.0,1,1.0,1.0,74870.73333333334,67065.59494165765,81069.22641509434,55451.5665374677,15257.083286401783,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4141846,-99.1597243,0.0,0901500011214,694,425.0,212.0,60.0,53.0,16.0,1,2.0,2.0,65589.7697368421,62109.67829457364,71623.05014854044,54250.70028011204,12381.878850331696,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4130874,-99.1634537,12.0,0901500011214,695,366.0,19.0,89.0,90.0,5.0,1,2.0,3.0,61111.11111111111,47000.05882352941,52055.48128342246,43161.42311084975,12432.934043395811,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413676,-99.1654703,4.0,0901500011214,696,446.0,24.0,102.0,117.0,10.0,1,3.0,3.0,56551.72413793104,57353.87625336269,58504.524333577894,56078.72050816697,13712.41740042391,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4144349,-99.1635051,0.0,0901500011214,697,596.0,228.0,85.0,66.0,9.0,1,2.0,2.0,47000.0,48897.05882352941,56052.53673967885,47000.05882352941,8739.329629557857,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413757,-99.161,0.0,0901500011214,698,452.0,212.0,62.0,59.0,9.0,1,1.0,1.0,81069.22641509434,68792.58544303797,72977.04745989305,64466.714717015144,8979.228715309187,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4130842,-99.1608389,2002.0,0901500011214,699,424.0,203.0,59.0,58.0,6.0,1,2.0,2.0,45744.68085106383,47065.88881262869,52580.645161290326,40548.4693877551,11056.093372160034,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,700,454.0,212.0,64.0,58.0,9.0,1,2.0,2.0,68703.67088607595,70246.31666666667,72385.45454545454,64466.714717015144,7136.431811967377,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.414648,-99.16047,0.0,0901500011214,701,454.0,219.0,60.0,55.0,17.0,1,2.0,3.0,66666.66666666667,62631.57894736843,66666.66666666667,56957.62711864407,11920.622580465875,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,1.0,0901500011214,703,454.0,212.0,64.0,58.0,9.0,1,2.0,2.0,68881.5,70157.40210970465,72385.45454545454,64466.714717015144,7138.372479046913,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4148447,-99.1602414,0.0,0901500011214,704,436.0,220.0,57.0,49.0,17.0,1,2.0,3.0,40173.05315203955,61065.891640381065,68962.14367816091,56285.05176876618,12102.449584006976,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4148447,-99.1602414,11.0,0901500011214,705,436.0,220.0,57.0,49.0,17.0,1,2.0,3.0,36723.16384180791,61065.891640381065,68962.14367816091,56285.05176876618,11413.218205347323,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,708,454.0,212.0,64.0,58.0,9.0,1,2.0,2.0,60956.94478527607,70246.31666666667,72385.45454545454,66586.61837941373,6497.592764055868,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4127648,-99.1605674,1.0,0901500011214,709,429.0,203.0,54.0,65.0,6.0,1,2.0,2.0,32548.47645429363,50483.87096774194,58978.49462365591,44918.313069908814,10196.206032046943,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.414531,-99.16038,0.0,0901500011214,710,454.0,219.0,61.0,55.0,17.0,1,2.0,3.0,66666.66666666667,62631.57894736843,66666.66666666667,56957.62711864407,11920.622580465873,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4148155,-99.1603133,0.0,0901500011214,711,439.0,219.0,58.0,50.0,17.0,1,3.0,3.0,55921.05263157895,61065.891640381065,65656.3103448276,46753.76014352171,13138.744756483233,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413879,-99.160909,0.0,0901500011214,712,442.0,212.0,58.0,58.0,11.0,1,2.0,2.0,47448.97959183674,71876.11666666667,81069.22641509434,59332.16038812786,13444.72014774417,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,713,454.0,212.0,64.0,58.0,9.0,1,2.0,2.0,63995.308219178085,70246.31666666667,72385.45454545454,66586.61837941373,6883.555704924058,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413084,-99.16083,0.0,0901500011214,714,428.0,203.0,60.0,60.0,6.0,1,2.0,2.0,52580.645161290326,45744.68085106383,51532.25806451613,40548.4693877551,10879.580177986982,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4145283,-99.1639519,15.0,0901500011214,715,428.0,34.0,91.0,82.0,9.0,1,2.0,3.0,50000.0,47000.05882352941,54426.4055179594,47000.01470588235,6142.061423335333,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.413676,-99.1654703,0.0,0901500011214,716,446.0,24.0,102.0,117.0,10.0,1,3.0,3.0,58620.68965517241,56551.72413793104,58156.02836879432,56078.72050816697,13657.274728086531,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.412896,-99.1623996,0.0,0901500011214,717,450.0,207.0,59.0,62.0,5.0,1,2.0,2.0,71052.63157894737,58577.58620689655,58577.58620689655,44313.039901275195,13723.989794976187,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4149444,-99.1600968,0.0,0901500011214,718,437.0,221.0,55.0,47.0,19.0,1,2.0,3.0,71074.44444444444,61065.891640381065,72922.0874355368,46448.89963158613,14611.637921522502,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,720,454.0,212.0,64.0,58.0,9.0,1,2.0,2.0,72385.45454545454,68792.58544303797,72191.87424242424,64466.714717015144,7065.79445429283,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,721,454.0,212.0,64.0,58.0,9.0,1,1.0,1.0,65880.93421052632,70246.31666666667,72385.45454545454,65172.398885902556,7032.334443217623,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4146332,-99.1605601,1.0,0901500011214,722,459.0,219.0,63.0,55.0,17.0,1,2.0,3.0,58000.0,66666.66666666667,66666.66666666667,57106.749925661614,11843.838708126004,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,-1.0,0901500011214,723,454.0,212.0,64.0,58.0,9.0,1,1.0,1.0,71611.13333333333,68792.58544303797,72385.45454545454,64466.714717015144,7100.112493709413,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4127648,-99.1605674,0.0,0901500011214,724,429.0,203.0,54.0,65.0,6.0,1,1.0,2.0,65476.19047619047,45193.76899696048,52580.645161290326,35716.20377474298,11681.318634560614,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,725,454.0,212.0,64.0,58.0,9.0,1,2.0,2.0,60956.94478527607,70246.31666666667,72385.45454545454,66586.61837941373,6497.592764055868,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4137406,-99.1610013,0.0,0901500011214,726,454.0,212.0,64.0,58.0,9.0,1,2.0,2.0,72385.45454545454,68792.58544303797,72191.87424242424,64466.714717015144,7065.79445429283,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4127648,-99.1605674,0.0,0901500011214,728,429.0,203.0,54.0,65.0,6.0,1,2.0,2.0,63106.796116504855,47065.88881262869,52580.645161290326,41335.6413994169,10668.72010851186,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4148447,-99.1602414,0.0,0901500011214,729,436.0,220.0,57.0,49.0,17.0,1,1.0,1.0,61160.71428571428,59174.059087687856,68962.14367816091,46084.9004943989,13504.964851029625,50000.0,58577.58620689655,71070.69121447028
depto,venta,19.4127648,-99.1605674,0.0,0901500011214,730,429.0,203.0,54.0,65.0,6.0,1,1.0,1.0,61111.11111111111,47065.88881262869,52580.645161290326,41335.6413994169,10961.050977930785,50000.0,58577.58620689655,71070.69121447028
