property_type,price_type,lat,lon,years,CVEGEO,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,is_depto,Baños_imp,Recámaras_imp,precio_m2_final,nearest_50_pct_price,nearest_75_pct_price,nearest_25_pct_price,nearest_std_price,ageb_precio_m2_25_pct,ageb_precio_m2_50_pct,ageb_precio_m2_75_pct
depto,venta,19.42256,-99.16381,,0901500010998,151,385.0,16.0,73.0,94.0,12.0,1,1.0,1.0,44681.08872919537,56245.039682539675,65886.42078196286,52718.00510985196,13522.991851248835,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42149,-99.16557,,0901500010998,157,389.0,23.0,94.0,74.0,11.0,1,2.0,3.0,45769.230769230766,47777.77777777778,60141.14436778919,44318.181818181816,11409.487310996597,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42141,-99.16414,,0901500010998,158,375.0,23.0,76.0,91.0,14.0,1,1.0,1.0,65159.92106340992,82500.0,82500.0,80823.33995518749,6375.299597142612,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42193,-99.16361,,0901500010998,159,363.0,16.0,79.0,86.0,14.0,1,1.0,1.0,53989.66749823138,81480.26585247794,82994.90950226245,55938.90791972298,19414.614359610758,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42186,-99.16363,,0901500010998,160,363.0,17.0,80.0,87.0,14.0,1,1.0,1.0,58755.63167889192,82500.0,82884.61538461539,80823.33995518749,2741.546241436668,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42207,-99.16486,,0901500010998,161,406.0,19.0,99.0,92.0,12.0,1,1.0,1.0,59016.30859738616,57526.91104739919,62786.330559582595,45874.06015037594,12672.93204223444,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42207,-99.16355,,0901500010998,162,368.0,15.0,81.0,88.0,13.0,1,1.0,1.0,59016.27136314555,70627.81583944596,82830.88235294117,55000.0,19166.94796164891,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42218,-99.16503,,0901500010998,163,413.0,19.0,101.0,87.0,12.0,1,1.0,1.0,56037.53211453253,59016.28998026586,62786.335213862665,45874.06015037594,12761.294533385311,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42218,-99.16474,,0901500010998,164,398.0,18.0,91.0,91.0,11.0,1,1.0,1.0,59016.28998026586,57526.91104739919,62786.335213862665,45874.06015037594,12672.932863836491,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42215,-99.16506,,0901500010998,165,417.0,21.0,99.0,91.0,12.0,1,1.0,1.0,59016.28998026586,57526.91104739919,62786.335213862665,45874.06015037594,12672.932863836491,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42206,-99.1656,,0901500010998,166,407.0,22.0,95.0,82.0,9.0,1,1.0,1.0,62331.04963324273,44318.181818181816,52678.57142857143,42051.55746509129,12160.968669884629,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42125,-99.16464,,0901500010998,167,364.0,23.0,85.0,82.0,13.0,1,1.0,1.0,64601.42607141528,59016.299288826005,64864.56445347142,47719.780219780216,14770.470320595188,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.4207,-99.17055,,0901500010998,169,417.0,22.0,78.0,96.0,12.0,1,2.0,2.0,60723.5142118863,66213.59223300971,77867.23665223666,56573.26007326007,18570.51888175513,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42194,-99.16892,,0901500010998,170,362.0,10.0,75.0,66.0,8.0,1,2.0,2.0,76873.3850129199,42367.246634290605,49887.51535912425,32017.43350107836,10125.664277059883,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42143,-99.17041,,0901500010998,172,386.0,11.0,85.0,92.0,11.0,1,1.0,1.0,81676.3785977585,62732.882350098516,77649.16035353535,59900.6587727518,17977.032161504096,45555.55555555556,58439.22572316689,70147.05882352941
casa,venta,19.4219986055992,-99.1650242,,0901500010998,174,418.0,20.0,101.0,94.0,11.0,0,2.0,2.0,53571.42857142857,59016.28998026586,62786.335213862665,46490.58603615193,12769.890830221068,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.41924,-99.16957,,0901500010998,175,512.0,83.0,72.0,114.0,13.0,1,1.0,1.0,81498.88636363637,52538.46153846153,68972.97846403901,43882.21153846154,16833.638430828076,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42,-99.17,,0901500010998,176,452.0,77.0,59.0,93.0,13.0,1,1.0,1.0,69565.21739130435,49689.72204266322,66213.59223300971,44291.62609542356,14520.372366207068,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42194,-99.16917,,0901500010998,181,366.0,11.0,74.0,73.0,8.0,1,1.0,1.0,44681.08872919537,54177.30945377369,73757.91196911197,42853.02581396709,21487.072546237105,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42156,-99.17041,,0901500010998,182,367.0,13.0,86.0,89.0,11.0,1,1.0,1.0,63763.63704062256,77546.94444444444,77867.23665223666,60968.16757380834,10567.28694479164,45555.55555555556,58439.22572316689,70147.05882352941
casa,venta,19.4219,-99.16359,,0901500010998,183,364.0,16.0,79.0,87.0,14.0,0,1.0,1.0,30000.0,81186.14820541911,82994.90950226245,55938.90791972298,14782.998691260054,45555.55555555556,58439.22572316689,70147.05882352941
casa,venta,19.42008,-99.16704,,0901500010998,184,380.0,35.0,65.0,64.0,7.0,0,1.0,1.0,40942.0,58877.92364518882,62729.35779816514,44085.73250728863,11617.261268463088,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42048,-99.1702,,0901500010998,185,411.0,25.0,73.0,94.0,12.0,1,1.0,1.0,37327.32620918196,63468.553222448005,68727.3111017307,56573.26007326007,15975.256046357754,45555.55555555556,58439.22572316689,70147.05882352941
casa,venta,19.42194,-99.16917,,0901500010998,186,366.0,11.0,74.0,73.0,8.0,0,1.0,1.0,29703.936170212764,54177.30945377369,73757.91196911197,46323.788956324235,19770.17052325104,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42008,-99.16704,,0901500010998,187,380.0,35.0,65.0,64.0,7.0,1,1.0,6.0,58122.81976744186,53300.47877604515,62729.35779816514,41487.75,12211.538042648897,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42126,-99.16718,,0901500010998,189,357.0,26.0,71.0,58.0,7.0,1,1.0,1.0,71648.88111106974,53056.555514788895,63596.696155526435,47989.91975430949,10184.595764101065,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42295,-99.16525,,0901500010998,190,612.0,15.0,120.0,246.0,11.0,1,2.0,2.0,60658.91472868217,56184.50752393981,69158.38958534233,50865.27514231499,15052.306873736188,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42294,-99.16527,,0901500010998,191,612.0,15.0,121.0,245.0,11.0,1,2.0,2.0,60465.11627906976,57949.21340629275,69631.94179692464,50865.27514231499,15017.71191963453,45555.55555555556,58439.22572316689,70147.05882352941
depto,venta,19.42194,-99.16892,,0901500010998,193,362.0,10.0,75.0,66.0,8.0,1,2.0,3.0,36915.88785046729,45237.74062627992,53602.44609363824,32801.812673308,14790.640876690264,45555.55555555556,58439.22572316689,70147.05882352941
casa,venta,19.4205803,-99.1591294,0.0,0901500011002,194,260.0,17.0,41.0,49.0,18.0,0,3.0,3.0,76470.58823529411,55163.517441860466,76974.78991596638,50781.25,14137.283575503821,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.423792,-99.161901,0.0,0901500011002,195,348.0,7.0,64.0,88.0,12.0,1,2.0,3.0,34759.358288770054,48495.18459069021,52853.62773277589,32863.849765258215,13713.579919151929,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4210293,-99.1635414,0.0,0901500011002,196,386.0,20.0,84.0,89.0,17.0,1,1.0,1.0,78962.96296296296,80373.12299533508,82500.0,64601.51872739094,15033.433751446451,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4211906,-99.1611555,0.0,0901500011002,197,291.0,16.0,53.0,55.0,15.0,1,2.0,3.0,26373.62637362637,64903.84615384616,65517.94177386594,54797.390109890104,17065.799055024014,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4192957,-99.1635835,7.0,0901500011002,198,315.0,18.0,61.0,72.0,13.0,1,2.0,2.0,62222.22222222222,63888.88888888889,72530.37921642572,57675.43859649123,11295.474096095995,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4211906,-99.1611555,0.0,0901500011002,199,291.0,16.0,53.0,55.0,15.0,1,2.0,3.0,64903.84615384616,64903.84615384616,65517.94177386594,41222.52747252747,20090.910959813427,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4205448,-99.1598208,8.0,0901500011002,200,267.0,14.0,44.0,50.0,20.0,1,2.0,2.0,77142.85714285713,76470.58823529411,77142.85714285713,59931.1817750356,11243.170064464277,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,2.0,0901500011002,201,317.0,17.0,59.0,71.0,15.0,1,3.0,3.0,45422.54929577465,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4184868,-99.1636484,0.0,0901500011002,202,318.0,14.0,62.0,78.0,13.0,1,3.0,3.0,43636.36363636363,63888.88888888889,72530.37921642572,57397.66081871345,12872.161227164446,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4195256,-99.162549,10.0,0901500011002,203,317.0,17.0,59.0,71.0,15.0,1,2.0,3.0,37500.0,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4195256,-99.162549,10.0,0901500011002,204,317.0,17.0,59.0,71.0,15.0,1,1.0,2.0,44642.85714285714,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4210439,-99.1609432,0.0,0901500011002,205,267.0,15.0,43.0,48.0,15.0,1,2.0,3.0,29248.476641841564,64903.84615384616,65517.94177386594,54797.390109890104,17667.950398924306,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4195256,-99.162549,2.0,0901500011002,207,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,39795.91836734694,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,2.0,0901500011002,208,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,56250.0,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.42119,-99.16115,0.0,0901500011002,209,291.0,16.0,53.0,55.0,15.0,1,2.0,3.0,64903.84615384616,64903.84615384616,65517.94177386594,41222.52747252747,20090.910959813427,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4230063,-99.161464,11.0,0901500011002,210,295.0,7.0,46.0,68.0,14.0,1,2.0,2.0,55913.97849462365,40593.96485867074,50561.79775280899,32863.849765258215,13366.099897325785,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4195256,-99.162549,5.0,0901500011002,211,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,56470.58823529411,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4234541,-99.1619184,0.0,0901500011002,213,330.0,7.0,61.0,84.0,13.0,1,1.0,1.0,46428.57142857143,42660.57802078952,52853.62773277589,32863.849765258215,14014.285859810927,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,12.0,0901500011002,214,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,47000.05882352941,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,51.0,0901500011002,216,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,52536.23188405797,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195,-99.1589,0.0,0901500011002,217,337.0,40.0,62.0,74.0,15.0,1,2.0,3.0,53571.42857142857,53366.47727272727,63759.229534510436,50340.39944855508,16102.096672482678,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,12.0,0901500011002,218,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,47000.05882352941,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4205448,-99.1598208,8.0,0901500011002,219,267.0,14.0,44.0,50.0,20.0,1,2.0,2.0,77142.85714285713,76470.58823529411,77142.85714285713,59931.1817750356,11243.170064464277,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,34.0,0901500011002,220,317.0,17.0,59.0,71.0,15.0,1,2.0,3.0,52267.44186046512,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,12.0,0901500011002,221,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,47000.05882352941,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.419436,-99.16253,0.0,0901500011002,222,327.0,20.0,58.0,75.0,15.0,1,2.0,2.0,50000.0,55790.62772792527,64832.04134366925,50738.21796759941,13973.800059294928,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,1.0,0901500011002,223,317.0,17.0,59.0,71.0,15.0,1,1.0,1.0,69565.21739130435,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,0.0,0901500011002,224,317.0,17.0,59.0,71.0,15.0,1,1.0,1.0,72622.95081967213,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,5.0,0901500011002,226,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,83333.33333333333,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,1.0,0901500011002,227,317.0,17.0,59.0,71.0,15.0,1,1.0,1.0,66760.08117064452,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,41.0,0901500011002,229,317.0,17.0,59.0,71.0,15.0,1,1.0,1.0,59916.66666666666,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4189983,-99.1640265,39.0,0901500011002,231,302.0,17.0,56.0,68.0,13.0,1,2.0,2.0,40140.84507042253,63888.88888888889,72530.37921642572,62500.0,10593.501463265446,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,1.0,0901500011002,233,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,59717.56756756757,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4208631,-99.1598168,8.0,0901500011002,234,255.0,13.0,42.0,49.0,18.0,1,2.0,2.0,77142.85714285713,76470.58823529411,77142.85714285713,59962.89424860853,10368.969855644767,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,1.0,0901500011002,235,317.0,17.0,59.0,71.0,15.0,1,2.0,3.0,71581.06153846154,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,1.0,0901500011002,236,317.0,17.0,59.0,71.0,15.0,1,2.0,3.0,71581.02307692308,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,9.0,0901500011002,238,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,47101.44927536232,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.4206946,-99.1597601,0.0,0901500011002,239,252.0,13.0,42.0,51.0,16.0,0,7.0,8.0,79002.079002079,76470.58823529411,77142.85714285713,59962.89424860853,10198.267288802772,52267.44186046512,61830.98591549296,68881.5
casa,renta,19.4195256,-99.162549,1910.0,0901500011002,240,317.0,17.0,59.0,71.0,15.0,0,3.0,4.0,30252.10084033613,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4208488,-99.1593324,3.0,0901500011002,242,256.0,17.0,40.0,46.0,15.0,1,2.0,2.0,58139.53488372093,76806.72268907563,77142.85714285713,68097.23889555823,10845.898059832445,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.419525,-99.162549,0.0,0901500011002,243,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,50000.0,63267.61473820297,71767.56168867294,43376.93700693282,17118.695987711137,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4188488,-99.1613324,0.0,0901500011002,245,284.0,11.0,61.0,69.0,18.0,1,2.0,2.0,65142.85714285714,57777.77777777778,73161.4864864865,51214.28571428571,17482.644983862294,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.4195256,-99.162549,111.0,0901500011002,246,317.0,17.0,59.0,71.0,15.0,0,2.0,5.0,54862.84289276808,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.4195256,-99.162549,0.0,0901500011002,248,317.0,17.0,59.0,71.0,15.0,0,5.0,4.4,36914.89361702128,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4195256,-99.162549,4.0,0901500011002,249,317.0,17.0,59.0,71.0,15.0,1,1.0,2.0,41904.7619047619,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4210439,-99.1609432,114.0,0901500011002,250,267.0,15.0,43.0,48.0,15.0,1,1.0,1.0,51428.57142857142,64903.84615384616,65517.94177386594,44591.346153846156,20139.478129846717,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4195256,-99.162549,3.0,0901500011002,251,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,45569.142857142855,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4209936,-99.160929,15.0,0901500011002,252,269.0,15.0,44.0,50.0,16.0,1,3.0,3.0,65714.28571428571,64903.84615384616,64922.644002916524,42357.142857142855,19899.101618339882,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.4197,-99.1589,100.0,0901500011002,253,332.0,39.0,61.0,72.0,16.0,0,1.0,3.0,28421.052631578947,52879.46428571429,74614.0642303433,51132.8125,14088.421693625281,52267.44186046512,61830.98591549296,68881.5
casa,venta,19.4192608,-99.1597209,84.0,0901500011002,254,308.0,30.0,63.0,75.0,20.0,0,4.0,3.6,50607.28744939272,55024.05625462621,74428.57142857142,50735.4525862069,16150.18072770115,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4197,-99.1624,12.0,0901500011002,255,302.0,17.0,57.0,67.0,14.0,1,2.0,2.0,50454.545454545456,60366.01258517333,74488.17332538262,50351.62002945508,17658.788112579412,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4201193,-99.1637581,0.0,0901500011002,256,322.0,18.0,65.0,63.0,13.0,1,1.0,1.0,54255.31914893617,57896.953280761794,63055.555555555555,42931.51595744681,13354.791208051442,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4195256,-99.162549,0.0,0901500011002,257,317.0,17.0,59.0,71.0,15.0,1,2.0,2.0,60000.0,63339.60631624486,75508.75265188042,54647.00996677741,11045.89448858856,52267.44186046512,61830.98591549296,68881.5
depto,venta,19.4239846,-99.1609735,0.0,0901500011002,258,350.0,11.0,56.0,66.0,12.0,1,2.0,2.0,50561.79775280899,53754.59802971576,58593.586734693876,50843.24770485065,15570.190655330722,52267.44186046512,61830.98591549296,68881.5
depto,renta,19.4189983,-99.1640265,4.0,0901500011002,259,302.0,17.0,56.0,68.0,13.0,1,2.0,2.0,54895.66613162118,63888.88888888889,72530.37921642572,62500.0,13065.639417246506,52267.44186046512,61830.98591549296,68881.5
