main_name,subtitle,link,location,id,price_mod,price_currency,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final
Colonia Roma Se Vende  Departamento Nuevo,Departamento en venta,https://departamento.metroscubicos.com/MLM-1344653130-colonia-roma-se-vende-departamento-nuevo-_JM#position=32&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170,"Roma Norte, Cuauhtémoc, Distrito Federal",1040,5436000.0,pesos,depto,venta,2,19.4195256,-99.162549,2,1,2,70.0,70.0,0.0,5436000.0
Departamento En Venta Cuauhtémoc Roma Norte Gis.,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320577541-departamento-en-venta-cuauhtemoc-roma-norte-gis-_JM#position=33&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170,"Roma Norte, Cuauhtémoc, Distrito Federal",1041,4364000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,1,69.0,69.0,2.0,4364000.0
"Departamento En Venta En Roma Norte, Cuauhtémoc, Distrito Federal",Departamento en venta,https://departamento.metroscubicos.com/MLM-907487287-departamento-en-venta-en-roma-norte-cuauhtemoc-distrito-federal-_JM#position=34&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170,"Roma Norte, Cuauhtémoc, Distrito Federal",1042,8250000.0,pesos,depto,venta,9,19.4210727,-99.1557975,2,1,2,0.0,167.0,1.0,8250000.0
Departamento En Venta En Roma Norte 221081me,Departamento en venta,https://departamento.metroscubicos.com/MLM-1330357830-departamento-en-venta-en-roma-norte-221081me-_JM#position=35&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170,"Roma Norte, Cuauhtémoc, Distrito Federal",1043,2595000.0,pesos,depto,venta,3,19.4195256,-99.162549,1,,1,42.0,42.0,0.0,2595000.0
Fabuloso Edificio En Renta En Roma Norte,Casa en renta,https://casa.metroscubicos.com/MLM-1308603575-fabuloso-edificio-en-renta-en-roma-norte-_JM#position=36&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170,"Roma Norte, Cuauhtémoc, Distrito Federal",1044,399031.0,pesos,casa,renta,5,19.4356338,-99.1495107,,,,594.0,1146.0,0.0,399031.0
"Álvaro Obregón, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-962499229-alvaro-obregon-roma-norte-_JM#position=37&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170,"Roma Norte, Cuauhtémoc, Distrito Federal",1045,3029711.0,pesos,depto,venta,5,19.4195256,-99.162549,1,,1,31.0,31.0,0.0,3029711.0
"Roma Norte, Proyecto Del Arq. Antonio Farré, Mural De Marco ",Departamento en venta,https://departamento.metroscubicos.com/MLM-841991441-roma-norte-proyecto-del-arq-antonio-farre-mural-de-marco-_JM#position=39&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170,"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",1047,5500000.0,pesos,depto,venta,,19.4117559,-99.1649783,1,,1,58.0,58.0,0.0,5500000.0
"12056 Av. Cuauhtémoc, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1348882006-12056-av-cuauhtemoc-roma-norte-_JM#position=43&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170,"Av  Cuauhtémoc, Roma Norte, Cuauhtémoc, Distrito Federal",1051,5200000.0,pesos,depto,venta,,19.417133,-99.15454,2,1,2,117.0,117.0,0.0,5200000.0
Departamento En  Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1362459575-departamento-en-roma-norte-_JM#position=3&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1059,6500000.0,pesos,depto,venta,41,19.4195256,-99.162549,2,2,2,85.0,85.0,0.0,6500000.0
"Departamento En Venta Roma Norte, Calle Zacatecas 21-2447.  Nc",Departamento en venta,https://departamento.metroscubicos.com/MLM-1341629935-departamento-en-venta-roma-norte-calle-zacatecas-21-2447-nc-_JM#position=4&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1060,12900005.0,pesos,depto,venta,2,19.4356338,-99.1495107,3,2,3,284.0,284.0,1.0,12900005.0
"Veracruz, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-962538900-veracruz-roma-norte-_JM#position=6&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal",1062,5420077.0,pesos,depto,venta,5,19.4180125,-99.1748189,1,,1,58.0,58.0,0.0,5420077.0
Departamento En Venta En Roma Norte 214976nc,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320498469-departamento-en-venta-en-roma-norte-214976nc-_JM#position=8&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1064,4495000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,3,86.0,86.0,0.0,4495000.0
Go Liquidacion Dpto Aguascalientes Roma Nte Cdmx Solo Efecti,Departamento en venta,https://departamento.metroscubicos.com/MLM-1346280897-go-liquidacion-dpto-aguascalientes-roma-nte-cdmx-solo-efecti-_JM#position=9&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Aguascalientes   163, Roma Norte, Cuauhtémoc, Distrito Federal",1065,3821000.0,pesos,depto,venta,2,19.4079776,-99.1693662,1,1,2,65.0,65.0,28.0,3821000.0
Departamento En Venta Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1339257496-departamento-en-venta-roma-norte-_JM#position=10&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal",1066,3425000.0,pesos,depto,venta,3,19.417759,-99.167813,1,,1,0.0,42.0,0.0,3425000.0
Departamento En Venta En La Roma,Departamento en venta,https://departamento.metroscubicos.com/MLM-1325923009-departamento-en-venta-en-la-roma-_JM#position=11&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",1067,4495000.0,pesos,depto,venta,4,19.4181605,-99.1584569,2,1,3,86.0,86.0,0.0,4495000.0
Departamento En Venta En Roma Norte Zacatecas 211889ru,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320498618-departamento-en-venta-en-roma-norte-zacatecas-211889ru-_JM#position=12&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1068,4250000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,1,67.0,67.0,0.0,4250000.0
Departamento En Venta Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1304663924-departamento-en-venta-roma-norte-_JM#position=13&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",1069,4495000.0,pesos,depto,venta,5,19.4147648,-99.1578207,2,1,3,86.0,86.0,0.0,4495000.0
"Departamento En Venta En San Luis Potosí 78, Roma Norte. Six1",Departamento en venta,https://departamento.metroscubicos.com/MLM-1365790316-departamento-en-venta-en-san-luis-potosi-78-roma-norte-six1-_JM#position=15&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"San Luis Potosí 78, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1071,6500000.0,pesos,depto,venta,32,19.414309,-99.1580519,3,2,3,114.0,114.0,5.0,6500000.0
"10860 Córdoba, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1338168086-10860-cordoba-roma-norte-_JM#position=16&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",1072,6500000.0,pesos,depto,venta,,19.420505,-99.15878,2,2,2,128.0,128.0,0.0,6500000.0
Departamento En Renta En Roma Norte,Departamento en renta,https://departamento.metroscubicos.com/MLM-1330073509-departamento-en-renta-en-roma-norte-_JM#position=17&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Tlaxcala 178, Roma Norte, Cuauhtémoc, Distrito Federal",1073,19000.0,pesos,depto,renta,3,19.418153,-99.1652014,1,1,2,90.0,90.0,16.0,19000.0
Departamento Cercano Al Ángel De La Independencia ,Departamento en venta,https://departamento.metroscubicos.com/MLM-1365915550-departamento-cercano-al-angel-de-la-independencia-_JM#position=20&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"San Luis Potosí 78, Roma Nte., 06700 Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1076,6500000.0,pesos,depto,venta,32,19.414309,-99.1580519,3,2,2,114.0,114.0,5.0,6500000.0
"Departamento En Venta En Calle Zacatecas,roma Norte. Ru 22-1619",Departamento en venta,https://departamento.metroscubicos.com/MLM-1349826976-departamento-en-venta-en-calle-zacatecasroma-norte-ru-22-1619-_JM#position=21&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1077,3725004.0,pesos,depto,venta,2,19.4356338,-99.1495107,1,1,1,57.0,57.0,2.0,3725004.0
Departamento En Venta En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1339493768-departamento-en-venta-en-roma-norte-_JM#position=22&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Zacatecas 67, Roma Norte, Cuauhtémoc, Distrito Federal",1078,4495000.0,pesos,depto,venta,3,19.4191235,-99.1646152,2,2,3,90.0,90.0,16.0,4495000.0
Bellísimo Departamento En San Luis De Potosi Venta Mls 22-933,Departamento en venta,https://departamento.metroscubicos.com/MLM-1337012836-bellisimo-departamento-en-san-luis-de-potosi-venta-mls-22-933-_JM#position=23&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1079,5006951.0,pesos,depto,venta,3,19.4173639,-99.1594532,1,1,1,76.0,76.0,0.0,5006951.0
Departamento En Venta En Roma Norte 22948rt,Departamento en venta,https://departamento.metroscubicos.com/MLM-1331269258-departamento-en-venta-en-roma-norte-22948rt-_JM#position=24&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1080,3395000.0,pesos,depto,venta,3,19.4195256,-99.162549,1,,1,60.0,60.0,0.0,3395000.0
Departamento Con Una Oportunidad De Inversion,Departamento en venta,https://departamento.metroscubicos.com/MLM-1324435159-departamento-con-una-oportunidad-de-inversion-_JM#position=25&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Av Chapultepec  246, Roma Norte, Cuauhtémoc, Distrito Federal",1081,2038000.0,pesos,depto,venta,8,19.4239626,-99.1609669,2,1,2,85.0,85.0,10.0,2038000.0
Increíble Departamento En Renta,Departamento en renta,https://departamento.metroscubicos.com/MLM-1343491484-increible-departamento-en-renta-_JM#position=26&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Oaxaca, Roma Norte, Cuauhtémoc, Distrito Federal",1082,21000.0,pesos,depto,renta,6,19.4196971,-99.1665131,1,,2,100.0,100.0,2.0,21000.0
"Departamento En Venta En Calle San Luis Potosí, Roma Norte. Ru 22-936 ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1353209327-departamento-en-venta-en-calle-san-luis-potosi-roma-norte-ru-22-936-_JM#position=28&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1084,11248824.0,pesos,depto,venta,2,19.4356338,-99.1495107,2,2,3,171.0,171.0,0.0,11248824.0
"Departamento En Venta En Cuauhtémoc,roma Norte. Ru 22-936   22-936",Departamento en venta,https://departamento.metroscubicos.com/MLM-1339301882-departamento-en-venta-en-cuauhtemocroma-norte-ru-22-936-22-936-_JM#position=29&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1085,11248824.0,pesos,depto,venta,3,19.4356338,-99.1495107,2,2,3,171.0,171.0,0.0,11248824.0
35127,Departamento en venta,https://departamento.metroscubicos.com/MLM-1339170268-35127-_JM#position=30&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",1086,7676040.0,pesos,depto,venta,3,19.4149444,-99.1600968,2,2,3,108.0,108.0,0.0,7676040.0
Departamento En Venta En Roma Norte Zacatecas 211906ig,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320591686-departamento-en-venta-en-roma-norte-zacatecas-211906ig-_JM#position=31&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1087,3780000.0,pesos,depto,venta,4,19.4195256,-99.162549,1,1,1,57.0,57.0,0.0,3780000.0
Departamento En Venta En Roma Norte 214981al,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320492409-departamento-en-venta-en-roma-norte-214981al-_JM#position=32&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Roma Norte, Cuauhtémoc, Distrito Federal",1088,3595000.0,pesos,depto,venta,4,19.4195256,-99.162549,1,,1,60.0,60.0,0.0,3595000.0
Departamento En Venta Con Terraza En La Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-940115572-departamento-en-venta-con-terraza-en-la-roma-norte-_JM#position=33&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Av Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1089,4595000.0,pesos,depto,venta,7,19.422946,-99.1652713,2,1,2,93.0,93.0,0.0,4595000.0
Bello Departamento Remodelado,Departamento en venta,https://departamento.metroscubicos.com/MLM-1330099413-bello-departamento-remodelado-_JM#position=34&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Guanajuato 143, Roma Norte, Cuauhtémoc, Distrito Federal",1090,5300000.0,pesos,depto,venta,3,19.418153,-99.1652014,3,1,3,180.0,180.0,5.0,5300000.0
"Para Remodelar, A Unas Cuadras De Fuente De Las Cibeles Y Glorieta Insurgentes",Departamento en venta,https://departamento.metroscubicos.com/MLM-962968482-para-remodelar-a-unas-cuadras-de-fuente-de-las-cibeles-y-glorieta-insurgentes-_JM#position=35&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Valladolid 40, Roma Norte, Cuauhtémoc, Distrito Federal",1091,3200000.0,pesos,depto,venta,6,19.400025,-99.167727,2,,2,67.0,67.0,0.0,3200000.0
"Casa Colonia Roma, Jjp",Casa en venta,https://casa.metroscubicos.com/MLM-1370750645-casa-colonia-roma-jjp-_JM#position=36&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Calle De Chiapas, Roma Norte, Ciudad De México, Cdmx, 1 - 300, Roma Norte, Cuauhtémoc, Distrito Federal",1092,1007000.0,pesos,casa,venta,18,19.4127033,-99.1619273,1,1,2,120.0,278.0,15.0,1007000.0
"Departamento En Renta, Roma Norte, Ciudad De México",Departamento en renta,https://departamento.metroscubicos.com/MLM-1369911385-departamento-en-renta-roma-norte-ciudad-de-mexico-_JM#position=37&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Av Chapultepec 512, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1093,20000.0,pesos,depto,renta,20,19.4212093,-99.1727219,2,1,2,72.0,72.0,15.0,20000.0
Departamento En La Colonia Roma En Venta,Departamento en venta,https://departamento.metroscubicos.com/MLM-1343484806-departamento-en-la-colonia-roma-en-venta-_JM#position=39&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4,"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",1095,5752000.0,pesos,depto,venta,3,19.4119026,-99.1596531,2,2,2,97.0,97.0,0.0,5752000.0
